PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,170.85,0.4725563,0.4725563
PC1,255.25,0.18301128,0.6555676
PC2,265.175,0.047807768,0.70337534
PC3,265.1625,0.029344002,0.73271936
PC4,666.1,0.012347981,0.74506736
PC5,265.1625,0.0063893483,0.7514567
PC6,161.075,0.0058448664,0.75730157
PC7,201.05,0.003214321,0.76051587
PC8,265.175,0.0018427562,0.7623586
PC9,255.25,0.0014242368,0.76378286
PC10,113.0,0.0013391309,0.765122
PC11,311.1875,0.0009873334,0.76610935
PC12,311.1875,0.00092372566,0.7670331
PC13,161.075,0.00082328875,0.76785636
PC14,309.2,0.00075887894,0.76861525
PC15,325.2,0.00073961494,0.7693549
PC16,339.225,0.0006846402,0.7700395
PC17,161.075,0.00065687683,0.7706964
PC18,283.2875,0.00063989003,0.7713363
PC19,325.2,0.0005796197,0.7719159
PC20,293.2,0.0005383609,0.77245426
PC21,174.0125,0.0005335491,0.7729878
PC22,170.85,0.00050341326,0.7734912
PC23,255.2625,0.0004889617,0.77398014
PC24,147.0,0.00047543814,0.7744556
PC25,325.2,0.00044942054,0.774905
PC26,297.175,0.00043253598,0.7753376
PC27,241.2375,0.00043085427,0.77576846
PC28,89.0375,0.00041438203,0.77618283
PC29,172.85,0.00040564255,0.7765885
PC30,297.175,0.00039942143,0.7769879
PC31,297.175,0.0003937054,0.7773816
PC32,353.225,0.0003833367,0.7777649
PC33,146.9875,0.00036593713,0.7781308
PC34,174.025,0.00036424294,0.7784951
PC35,174.025,0.0003469023,0.778842
PC36,281.275,0.0003397939,0.7791818
PC37,201.0625,0.00032472753,0.7795065
PC38,89.0375,0.00031921535,0.77982575
PC39,309.1875,0.00031127498,0.780137
PC40,339.2375,0.00030350796,0.7804405
PC41,339.2375,0.0002913646,0.78073186
PC42,137.05,0.00028864836,0.7810205
PC43,293.2125,0.00026873537,0.7812893
PC44,326.2125,0.00026624175,0.78155553
PC45,312.2,0.00025462703,0.78181016
PC46,283.275,0.0002499885,0.78206015
PC47,326.2125,0.00024605295,0.7823062
PC48,227.225,0.00024496962,0.78255117
PC49,227.225,0.0002419533,0.7827931
PC50,266.175,0.00023683511,0.7830299
PC51,325.225,0.00023454509,0.78326446
PC52,174.85,0.00023078127,0.78349525
PC53,281.2625,0.0002285691,0.78372383
PC54,128.05,0.0002235131,0.78394735
PC55,170.8375,0.00022199357,0.7841693
PC56,269.2625,0.0002185635,0.7843879
PC57,183.025,0.0002175812,0.78460544
PC58,174.85,0.00021452142,0.78481996
PC59,340.225,0.00021244079,0.7850324
PC60,227.2125,0.00020574531,0.78523815
PC61,256.25,0.00020451649,0.78544265
PC62,183.025,0.0002031176,0.7856458
PC63,183.025,0.00020165792,0.7858474
PC64,256.25,0.00019890464,0.7860463
PC65,397.25,0.00019796875,0.7862443
PC66,337.2375,0.00019682893,0.7864411
PC67,293.1875,0.00019258486,0.7866337
PC68,269.275,0.00019064045,0.7868243
PC69,337.2375,0.00018714284,0.78701144
PC70,397.25,0.00018515607,0.7871966
PC71,312.1875,0.00018265625,0.7873792
PC72,397.2625,0.0001810711,0.7875603
PC73,377.1125,0.00018050846,0.78774077
PC74,187.1125,0.00017766443,0.78791845
PC75,279.1875,0.00017528294,0.78809375
PC76,266.1625,0.00017483896,0.78826857
PC77,188.925,0.00017336618,0.78844196
PC78,266.1625,0.00017158159,0.78861356
PC79,119.9625,0.0001712208,0.7887848
PC80,173.1,0.00016844802,0.78895324
PC81,280.0875,0.00016758796,0.78912085
PC82,340.2375,0.0001668357,0.7892877
PC83,279.1875,0.00016614022,0.7894538
PC84,160.0875,0.00016576772,0.78961957
PC85,391.125,0.00016462481,0.7897842
