PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,265.1625,0.5660322,0.5660322
PC1,146.975,0.14827876,0.71431094
PC2,146.975,0.046584565,0.7608955
PC3,303.25,0.014921744,0.7758172
PC4,255.25,0.0065016733,0.7823189
PC5,255.25,0.0025863964,0.7849053
PC6,265.1625,0.0018729169,0.7867782
PC7,187.05,0.0017183294,0.78849655
PC8,187.05,0.0014321618,0.78992873
PC9,201.05,0.0011787501,0.7911075
PC10,311.1875,0.00090622983,0.7920137
PC11,311.1875,0.00089862855,0.7929123
PC12,325.2,0.0008578724,0.7937702
PC13,339.2125,0.0007959377,0.79456615
PC14,283.275,0.00069365837,0.79525983
PC15,161.075,0.0005974254,0.79585725
PC16,309.1875,0.0005693542,0.7964266
PC17,174.0125,0.00054189656,0.7969685
PC18,255.2375,0.0005385854,0.7975071
PC19,311.175,0.00049895036,0.79800606
PC20,309.1875,0.00046556303,0.7984716
PC21,293.1875,0.00045543176,0.79892707
PC22,339.225,0.0004237277,0.7993508
PC23,293.1875,0.00040419927,0.799755
PC24,311.175,0.00037948013,0.8001345
PC25,339.225,0.00037430145,0.8005088
PC26,265.175,0.0003581125,0.8008669
PC27,283.2875,0.00035254736,0.80121946
PC28,293.2,0.00034509116,0.8015646
PC29,325.2125,0.00033082053,0.8018954
PC30,309.2,0.00032092916,0.8022163
PC31,256.25,0.00030851658,0.8025248
PC32,269.2625,0.00030396786,0.8028288
PC33,241.2375,0.000294282,0.80312306
PC34,256.25,0.00029033277,0.8034134
PC35,297.175,0.00028685076,0.80370027
PC36,172.8375,0.00028080464,0.80398107
PC37,269.2625,0.00027488687,0.80425596
PC38,227.2125,0.00027191432,0.8045279
PC39,353.225,0.00027052453,0.8047984
PC40,325.1875,0.00026865752,0.80506706
PC41,269.2625,0.0002628317,0.8053299
PC42,266.1625,0.00025379047,0.8055837
PC43,137.05,0.00025161388,0.8058353
PC44,266.1625,0.00024808233,0.8060834
PC45,297.1625,0.0002445028,0.8063279
PC46,265.15,0.00023857041,0.8065665
PC47,253.225,0.0002336465,0.8068001
PC48,170.85,0.00023302354,0.8070331
PC49,326.2,0.00023022517,0.8072634
PC50,253.2375,0.00022768791,0.80749106
PC51,312.1875,0.00022415997,0.80771524
PC52,241.225,0.00022076866,0.807936
PC53,253.2375,0.00021790706,0.8081539
PC54,281.275,0.00021657324,0.8083705
PC55,337.225,0.00021356765,0.80858403
PC56,337.225,0.00020852947,0.8087926
PC57,89.025,0.00020143055,0.808994
PC58,89.025,0.0001955207,0.8091895
PC59,340.225,0.00019366822,0.80938315
PC60,160.075,0.00018813633,0.80957127
PC61,337.2125,0.00018414432,0.8097554
PC62,201.0375,0.00018227495,0.80993766
PC63,160.075,0.00018098732,0.8101186
PC64,340.2125,0.00017929889,0.8102979
PC65,397.25,0.00017466837,0.81047255
PC66,281.275,0.00017310242,0.81064564
PC67,311.2,0.00017220934,0.81081784
PC68,148.9875,0.00016963595,0.8109875
PC69,281.25,0.00016893388,0.8111564
PC70,311.2,0.00016760593,0.811324
PC71,183.0125,0.00016553683,0.8114895
PC72,255.2625,0.00016140142,0.81165093
PC73,174.025,0.00015964248,0.81181055
PC74,187.1125,0.0001590886,0.81196964
PC75,309.175,0.00015596536,0.8121256
PC76,174.025,0.00015515705,0.8122808
PC77,381.25,0.00015333542,0.81243414
PC78,326.2125,0.00015076468,0.8125849
PC79,215.05,0.0001499433,0.81273484
PC80,168.8375,0.00014910975,0.812884
PC81,183.025,0.00014676631,0.8130307
PC82,201.0625,0.00014643614,0.81317717
PC83,310.1875,0.00014568341,0.81332284
PC84,161.0625,0.00014479294,0.8134676
PC85,201.0625,0.00014423543,0.81361187
PC86,137.0375,0.00014318309,0.81375504
PC87,284.275,0.00014180837,0.81389683
PC88,310.1875,0.0001411551,0.814038
PC89,267.25,0.00013988472,0.8141779
PC90,267.1625,0.00013874326,0.81431663
PC91,381.25,0.00013846235,0.8144551
PC92,138.025,0.00013824191,0.8145933
PC93,326.2125,0.00013730025,0.81473064
PC94,313.2,0.00013632256,0.81486696
PC95,326.2125,0.0001358456,0.8150028
PC96,267.1625,0.00013492788,0.81513774
PC97,282.2625,0.00013449528,0.8152722
PC98,145.0625,0.00013339704,0.8154056
PC99,284.2875,0.00013316624,0.81553876
PC100,327.2,0.00013199591,0.8156708
PC101,313.2,0.00013135046,0.81580216
PC102,112.9875,0.00013068409,0.81593287
PC103,267.25,0.00012999441,0.81606287
PC104,217.025,0.00012911993,0.816192
PC105,367.2625,0.00012877688,0.8163208
PC106,186.925,0.00012824236,0.81644905
PC107,294.2,0.0001278274,0.8165769
PC108,186.925,0.0001271931,0.8167041
PC109,174.0,0.00012688499,0.816831
PC110,312.175,0.00012640786,0.8169574
PC111,182.925,0.00012608712,0.8170835
PC112,119.95,0.0001257671,0.81720924
PC113,279.2375,0.00012516692,0.8173344
PC114,367.375,0.00012508115,0.8174595
PC115,298.175,0.00012454466,0.8175841
PC116,367.375,0.00012391969,0.817708
PC117,256.2625,0.00012295677,0.817831
PC118,266.175,0.00012226496,0.8179532
PC119,119.95,0.00012217046,0.8180754
PC120,217.025,0.00012178284,0.8181972
