PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,126.9125,0.34031343,0.34031343
PC1,421.2375,0.24438807,0.58470154
PC2,187.05,0.1200514,0.7047529
PC3,187.05,0.08350711,0.78826004
PC4,187.05,0.032996792,0.8212568
PC5,201.05,0.014370045,0.83562684
PC6,147.0375,0.00968939,0.84531623
PC7,303.25,0.008642176,0.8539584
PC8,255.25,0.007404791,0.86136323
PC9,147.0375,0.005431355,0.8667946
PC10,112.9875,0.0036797111,0.8704743
PC11,201.125,0.0028640837,0.87333834
PC12,201.125,0.0027707177,0.87610906
PC13,666.075,0.0023855655,0.8784946
PC14,283.275,0.001817337,0.88031197
PC15,219.1125,0.0014362896,0.88174826
PC16,146.975,0.001427853,0.8831761
PC17,146.975,0.0010796358,0.8842557
PC18,360.725,0.0008928706,0.8851486
PC19,227.0125,0.0007521055,0.8859007
PC20,227.0125,0.000701529,0.8866022
PC21,311.1875,0.00064859696,0.88725084
PC22,174.0125,0.00060012273,0.88785094
PC23,217.0625,0.00054114853,0.8883921
PC24,265.1625,0.0005123326,0.88890445
PC25,311.1875,0.0005060812,0.88941056
PC26,145.075,0.00044986303,0.8898604
PC27,187.0625,0.00042311917,0.8902835
PC28,452.425,0.00041778383,0.8907013
PC29,452.425,0.0004061817,0.8911075
PC30,452.425,0.0003921979,0.8914997
PC31,245.0625,0.00037765823,0.89187735
PC32,217.0625,0.00037118891,0.8922486
PC33,174.0125,0.00036725245,0.8926158
PC34,174.0125,0.00034622033,0.89296204
PC35,217.0625,0.00033998184,0.893302
PC36,174.0125,0.00033154595,0.89363354
PC37,187.0625,0.00032243162,0.893956
PC38,339.2125,0.00031180686,0.8942678
PC39,201.05,0.00030852156,0.8945763
PC40,339.2125,0.00029842462,0.89487475
PC41,217.0625,0.00029428574,0.895169
PC42,174.0125,0.00028387018,0.8954529
PC43,339.2125,0.00027580804,0.8957287
PC44,174.0125,0.00026431913,0.89599305
PC45,146.975,0.0002605705,0.89625365
PC46,255.25,0.00025677978,0.8965104
PC47,325.2,0.00024901834,0.89675945
PC48,325.2,0.00024225912,0.8970017
PC49,145.075,0.00023424455,0.89723593
PC50,339.2125,0.00022922625,0.89746517
PC51,145.075,0.00022727999,0.89769244
PC52,255.2375,0.00022175416,0.8979142
PC53,174.0125,0.000219004,0.89813316
PC54,183.0125,0.00021554822,0.8983487
PC55,339.2125,0.00020903834,0.8985577
PC56,293.1875,0.00020406945,0.8987618
PC57,255.2375,0.00020285923,0.89896464
PC58,281.2625,0.00020219803,0.8991668
PC59,248.0875,0.00019903439,0.89936584
PC60,311.1875,0.00019634729,0.8995622
PC61,309.1875,0.00019553884,0.89975774
PC62,311.175,0.00018474046,0.89994246
PC63,255.2375,0.00018265157,0.9001251
PC64,175.0375,0.00018204168,0.9003071
PC65,183.0125,0.00017797611,0.9004851
PC66,89.0375,0.0001773469,0.9006624
PC67,271.1125,0.00017220245,0.9008346
PC68,311.175,0.00016956402,0.9010042
PC69,146.9875,0.00016738563,0.90117157
PC70,309.1875,0.0001661182,0.9013377
PC71,146.9875,0.00016528662,0.90150297
PC72,311.175,0.00016427443,0.90166724
PC73,309.1875,0.0001599121,0.90182716
PC74,293.1875,0.00015862868,0.90198576
PC75,293.1875,0.00015696892,0.90214276
PC76,421.2625,0.00015618656,0.9022989
PC77,161.075,0.00015346134,0.9024524
PC78,309.1875,0.00015299213,0.9026054
PC79,89.0375,0.00014983004,0.90275526
PC80,271.1125,0.00014816644,0.90290344
PC81,255.2375,0.00014553267,0.903049
PC82,325.1875,0.00014437345,0.90319335
PC83,146.9875,0.00014351035,0.9033369
PC84,146.9875,0.00014192086,0.9034788
PC85,89.0375,0.00014179143,0.9036206
PC86,283.2875,0.00013966294,0.90376025
PC87,183.0125,0.00013815088,0.9038984
PC88,269.2625,0.00013585665,0.90403426
PC89,89.0375,0.00013537233,0.9041696
PC90,241.2375,0.00013449047,0.9043041
PC91,309.1875,0.00013248381,0.9044366
PC92,293.1875,0.00013189446,0.9045685
PC93,311.175,0.00013080878,0.9046993
PC94,138.025,0.00012934145,0.90482867
PC95,279.1,0.0001282521,0.90495694
PC96,283.2875,0.00012703327,0.90508395
PC97,339.225,0.00012500942,0.90520895
PC98,138.025,0.0001239504,0.9053329
PC99,309.1875,0.00012249936,0.9054554
PC100,147.0,0.00012207421,0.9055775
PC101,283.2875,0.00012135691,0.90569884
PC102,161.075,0.000120754776,0.9058196
