PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,311.1625,0.54842645,0.54842645
PC1,311.15,0.12432097,0.67274743
PC2,209.95,0.09182171,0.76456916
PC3,146.975,0.033731695,0.79830086
PC4,255.2375,0.0071883355,0.8054892
PC5,175.025,0.0047127437,0.81020194
PC6,146.9625,0.0035364802,0.8137384
PC7,96.9625,0.0024920031,0.8162304
PC8,175.025,0.0016542126,0.8178846
PC9,209.9375,0.0016265644,0.8195112
PC10,325.1875,0.0014300045,0.82094115
PC11,311.1625,0.0012847388,0.82222587
PC12,146.9625,0.0011034484,0.8233293
PC13,339.2,0.0010326665,0.824362
PC14,311.175,0.00094861165,0.8253106
PC15,311.175,0.0009289853,0.8262396
PC16,311.1875,0.0008500853,0.82708967
PC17,311.1875,0.00080870785,0.8278984
PC18,339.2125,0.00076373894,0.8286621
PC19,325.175,0.00072198646,0.8293841
PC20,174.0,0.00069919176,0.83008325
PC21,339.1875,0.0006312708,0.8307145
PC22,146.9875,0.0005937446,0.83130825
PC23,146.9875,0.000563088,0.83187133
PC24,297.15,0.0005173729,0.8323887
PC25,255.2375,0.0004981371,0.8328868
PC26,325.2,0.00046211085,0.83334893
PC27,265.1375,0.00045977934,0.8338087
PC28,283.275,0.00043700833,0.83424574
PC29,311.15,0.00043508256,0.8346808
PC30,265.15,0.00041785603,0.8350986
PC31,146.9875,0.0004097804,0.8355084
PC32,325.2125,0.00039878857,0.8359072
PC33,265.1625,0.0003853054,0.8362925
PC34,265.15,0.00038308595,0.8366756
PC35,325.2125,0.0003714668,0.83704704
PC36,325.2125,0.00036423412,0.8374113
PC37,339.225,0.00034560333,0.8377569
PC38,297.1625,0.00033707172,0.83809394
PC39,255.25,0.00032603616,0.83842
PC40,297.1625,0.0003222241,0.8387422
PC41,297.1625,0.00031074946,0.839053
PC42,283.25,0.00030095264,0.8393539
PC43,312.175,0.00029559297,0.8396495
PC44,312.175,0.0002904015,0.8399399
PC45,339.175,0.0002806541,0.8402206
PC46,340.2125,0.00027160835,0.8404922
PC47,309.175,0.00025733645,0.8407495
PC48,326.175,0.00025092854,0.84100044
PC49,297.175,0.0002462409,0.84124666
PC50,309.175,0.00024262448,0.8414893
PC51,326.1875,0.00023926709,0.84172857
PC52,340.2,0.0002281173,0.8419567
PC53,326.2,0.00022478223,0.84218144
PC54,181.9875,0.00022038892,0.84240186
PC55,297.1375,0.00021639644,0.8426183
PC56,174.0125,0.00021405036,0.8428323
PC57,297.1375,0.00020925765,0.8430416
PC58,283.2875,0.00020616088,0.8432478
PC59,293.1875,0.00019836565,0.84344614
PC60,283.2875,0.00019738002,0.8436435
PC61,325.225,0.00019492902,0.8438384
PC62,174.0125,0.00019225414,0.8440306
PC63,325.225,0.00018857906,0.8442192
PC64,325.225,0.00018404167,0.84440327
PC65,339.2375,0.00018028248,0.8445836
PC66,265.175,0.00017717568,0.8447608
PC67,201.0375,0.00017390113,0.8449347
PC68,182.0,0.00017130015,0.845106
PC69,309.1625,0.0001648608,0.8452709
PC70,312.1875,0.0001635603,0.8454344
PC71,312.1875,0.00016151072,0.84559596
PC72,340.1875,0.00015928854,0.8457552
PC73,309.1625,0.00015578842,0.845911
PC74,197.9125,0.00015304454,0.8460641
PC75,340.1875,0.00015139431,0.8462155
PC76,353.2,0.00014797047,0.8463635
PC77,309.1875,0.00014469115,0.8465082
PC78,152.9125,0.00013960489,0.8466478
PC79,309.1875,0.00013714639,0.84678495
PC80,313.175,0.00013578059,0.8469207
PC81,293.1625,0.00013438136,0.84705514
PC82,340.225,0.00013266926,0.8471878
PC83,311.2125,0.00013114754,0.84731895
PC84,255.2625,0.0001303816,0.8474493
PC85,353.1875,0.00012877495,0.84757805
PC86,353.1875,0.00012812905,0.8477062
PC87,293.1625,0.00012575982,0.84783196
PC88,96.975,0.00012523502,0.8479572
PC89,312.2,0.00012423177,0.8480814
PC90,215.0375,0.00012249146,0.8482039
PC91,309.2,0.00012080499,0.8483247
PC92,312.2,0.00012013437,0.8484449
PC93,353.2125,0.00011785301,0.8485627
PC94,341.2,0.000116648145,0.84867936
PC95,248.1,0.00011618277,0.84879553
PC96,312.2,0.000115604176,0.84891117
PC97,396.1375,0.00011527001,0.84902644
PC98,337.2125,0.00011446089,0.8491409
PC99,309.2,0.000113639464,0.84925455
PC100,312.15,0.000112372836,0.8493669
PC101,326.2125,0.000112040936,0.84947896
PC102,209.9625,0.000111877605,0.84959084
PC103,341.1875,0.00011045599,0.8497013
PC104,298.15,0.00010836565,0.84980965
PC105,337.2125,0.00010831968,0.84991795
PC106,298.15,0.000107894164,0.85002583
PC107,353.225,0.00010709969,0.85013294
PC108,173.9875,0.00010600985,0.850239
PC109,337.2125,0.00010539145,0.85034436
