PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,325.1875,0.6315983,0.6315983
PC1,311.15,0.11217029,0.7437686
PC2,146.975,0.053104363,0.7968729
PC3,215.025,0.016051378,0.81292427
PC4,255.225,0.008860758,0.82178503
PC5,96.9625,0.0034694662,0.8252545
PC6,209.95,0.002789844,0.82804435
PC7,209.95,0.002128733,0.8301731
PC8,146.9625,0.0015868397,0.8317599
PC9,325.1875,0.0013441925,0.83310413
PC10,175.025,0.0011949869,0.83429915
PC11,325.1875,0.0010806508,0.8353798
PC12,311.1625,0.0010418193,0.8364216
PC13,311.1625,0.0008632873,0.8372849
PC14,339.2,0.0007968167,0.8380817
PC15,311.175,0.0007535498,0.83883524
PC16,265.1375,0.0007140851,0.8395493
PC17,311.1875,0.0006855177,0.8402348
PC18,339.2,0.0006446674,0.8408795
PC19,325.175,0.00063219306,0.84151167
PC20,311.1875,0.0006121323,0.8421238
PC21,325.2,0.0005560024,0.8426798
PC22,339.1875,0.0005251686,0.843205
PC23,339.1875,0.00048492826,0.8436899
PC24,146.9875,0.0004608824,0.8441508
PC25,297.15,0.000429611,0.8445804
PC26,255.2375,0.00042150693,0.84500194
PC27,255.2375,0.00039469442,0.84539664
PC28,265.1625,0.000391386,0.845788
PC29,265.1375,0.00037096348,0.846159
PC30,311.15,0.00036022498,0.84651923
PC31,248.075,0.00034842532,0.8468677
PC32,146.9875,0.00034336638,0.84721106
PC33,265.15,0.00033473913,0.8475458
PC34,255.225,0.00031642275,0.84786224
PC35,325.2125,0.00030862595,0.8481709
PC36,215.0375,0.00030738482,0.84847826
PC37,325.2125,0.0003043235,0.8487826
PC38,311.2,0.00027778343,0.84906036
PC39,283.2625,0.00027023203,0.8493306
PC40,297.1625,0.0002663678,0.849597
PC41,255.25,0.00026160394,0.8498586
PC42,311.2,0.0002547918,0.8501134
PC43,311.2,0.00025129266,0.8503647
PC44,339.175,0.00024613496,0.8506108
PC45,339.175,0.0002429843,0.8508538
PC46,309.175,0.00023646474,0.85109025
PC47,297.1625,0.00023504384,0.8513253
PC48,340.2125,0.00022998279,0.8515552
PC49,297.175,0.00022139213,0.8517766
PC50,297.175,0.0002146625,0.85199124
PC51,181.9875,0.00020772299,0.85219896
PC52,326.175,0.0002069158,0.85240585
PC53,326.2,0.0001985237,0.8526044
PC54,297.1375,0.00019359564,0.852798
PC55,293.1875,0.00019292957,0.8529909
PC56,340.2,0.00018991144,0.8531808
PC57,326.175,0.00018799679,0.8533688
PC58,293.1875,0.00018274818,0.85355157
PC59,312.1625,0.00018039072,0.85373193
PC60,283.2875,0.00017705136,0.85390896
PC61,325.225,0.0001721158,0.8540811
PC62,182.0,0.00017081825,0.8542519
PC63,265.175,0.00016995013,0.85442185
PC64,312.1625,0.00016610207,0.854588
PC65,312.1625,0.00016467992,0.85475266
PC66,174.0125,0.0001619078,0.85491455
PC67,339.2375,0.00016073123,0.8550753
PC68,265.175,0.0001552471,0.85523057
PC69,174.0125,0.00015437043,0.85538495
PC70,325.225,0.00015111074,0.85553604
PC71,89.025,0.00014846033,0.8556845
PC72,312.1875,0.00014543152,0.85582995
PC73,309.1625,0.00014380833,0.8559738
PC74,353.2,0.00014221846,0.856116
PC75,215.05,0.00014078981,0.8562568
PC76,96.975,0.00013674707,0.8563935
PC77,89.025,0.00013626162,0.8565298
PC78,340.1875,0.00013369699,0.85666347
PC79,309.1875,0.00013211874,0.8567956
PC80,197.9,0.00013042027,0.856926
PC81,197.9125,0.00012986126,0.8570559
PC82,313.175,0.00012633849,0.85718226
PC83,293.1625,0.00012520766,0.8573075
PC84,311.2125,0.0001246143,0.8574321
PC85,118.95,0.00012224159,0.8575544
PC86,293.1625,0.000121639896,0.857676
PC87,293.1625,0.00012042673,0.85779643
PC88,353.2125,0.00011935873,0.8579158
PC89,255.2625,0.00011743035,0.85803324
PC90,340.225,0.00011730366,0.85815054
PC91,353.2125,0.00011576312,0.8582663
PC92,353.1875,0.00011471448,0.85838103
PC93,255.2625,0.000114553426,0.8584956
PC94,312.2,0.000113844435,0.85860944
PC95,309.2,0.00011213154,0.85872155
PC96,121.95,0.00011164395,0.8588332
PC97,248.0625,0.00011075216,0.85894394
PC98,353.2125,0.0001096852,0.8590536
PC99,353.1875,0.00010914083,0.85916275
PC100,92.9375,0.000108614564,0.85927135
PC101,341.1875,0.00010709449,0.85937846
PC102,170.8875,0.00010640192,0.85948485
PC103,298.15,0.00010619758,0.85959107
PC104,284.275,0.000105035135,0.8596961
PC105,353.225,0.00010443105,0.8598005
PC106,341.2,0.000104026636,0.8599045
PC107,248.1,0.00010383537,0.86000836
PC108,266.15,0.00010318086,0.86011153
PC109,341.1875,0.000102935686,0.8602145
PC110,341.2,0.00010223333,0.8603167
PC111,326.2125,0.00010167225,0.8604184
PC112,182.0125,0.00010108511,0.86051947
PC113,297.1875,0.00010082231,0.8606203
PC114,313.1625,0.00010073462,0.86072105
PC115,248.0625,0.00010037366,0.8608214
PC116,326.2125,9.9768244e-05,0.8609212
PC117,337.2,9.947002e-05,0.8610207
PC118,182.0125,9.9378674e-05,0.86112005
PC119,170.8875,9.826968e-05,0.86121833
PC120,326.2125,9.8037686e-05,0.8613164
PC121,119.9625,9.720849e-05,0.8614136
PC122,337.2125,9.708066e-05,0.8615107
PC123,312.15,9.686726e-05,0.86160755
PC124,297.1875,9.59879e-05,0.8617035
PC125,369.125,9.554789e-05,0.86179906
PC126,293.2,9.539273e-05,0.8618944
PC127,353.225,9.508241e-05,0.8619895
PC128,255.2125,9.490781e-05,0.8620844
PC129,248.575,9.4348936e-05,0.86217874
PC130,788.525,9.405049e-05,0.8622728
PC131,327.1875,9.354535e-05,0.8623663
PC132,313.1875,9.314816e-05,0.8624595
PC133,337.2,9.291499e-05,0.8625524
PC134,396.15,9.273421e-05,0.86264515
PC135,862.65,9.242131e-05,0.8627376
PC136,313.1625,9.212461e-05,0.86282974
PC137,266.1625,9.188373e-05,0.86292166
PC138,309.15,9.153158e-05,0.8630132
PC139,313.1625,9.1380665e-05,0.8631046
PC140,265.125,9.1043345e-05,0.8631956
PC141,217.05,9.0666785e-05,0.86328626
PC142,293.2,9.027218e-05,0.86337656
PC143,341.2375,8.999382e-05,0.86346656
PC144,145.0625,8.972133e-05,0.86355627
PC145,396.15,8.942465e-05,0.8636457
PC146,327.175,8.9306675e-05,0.86373496
PC147,248.575,8.9153116e-05,0.8638241
PC148,788.55,8.842561e-05,0.8639126
PC149,788.525,8.820718e-05,0.8640008
PC150,339.25,8.81408e-05,0.86408895
PC151,266.1625,8.779816e-05,0.86417675
PC152,341.225,8.750533e-05,0.86426425
PC153,309.15,8.739571e-05,0.86435163
PC154,197.925,8.718394e-05,0.86443883
PC155,396.1375,8.6977634e-05,0.8645258
PC156,256.225,8.686381e-05,0.86461264
PC157,256.25,8.649086e-05,0.8646991
PC158,268.8,8.629989e-05,0.86478543
PC159,396.1375,8.618339e-05,0.8648716
PC160,313.1625,8.6105116e-05,0.86495775
PC161,256.2375,8.588006e-05,0.86504364
PC162,327.1625,8.561616e-05,0.86512923
PC163,327.1875,8.5379674e-05,0.8652146
PC164,397.225,8.511271e-05,0.8652997
PC165,327.1625,8.490081e-05,0.8653846
PC166,327.1875,8.467421e-05,0.8654693
PC167,410.1625,8.450582e-05,0.8655538
PC168,241.075,8.433428e-05,0.86563814
PC169,397.225,8.3875384e-05,0.865722
PC170,410.15,8.377738e-05,0.8658058
PC171,174.025,8.35928e-05,0.8658894
PC172,197.925,8.3520004e-05,0.8659729
PC173,410.15,8.3367755e-05,0.86605626
PC174,327.1875,8.312884e-05,0.8661394
PC175,424.175,8.290056e-05,0.8662223
PC176,327.2,8.285204e-05,0.8663052
PC177,353.175,8.251361e-05,0.86638767
PC178,424.175,8.23202e-05,0.86647
PC179,313.2,8.225507e-05,0.86655223
PC180,284.2625,8.217007e-05,0.8666344
PC181,241.2125,8.1814025e-05,0.86671627
PC182,341.2375,8.172519e-05,0.866798
PC183,424.175,8.1505015e-05,0.86687946
PC184,340.2375,8.139191e-05,0.8669609
PC185,128.0375,8.1222206e-05,0.8670421
PC186,147.0,8.1032944e-05,0.8671232
PC187,248.5875,8.0843136e-05,0.867204
PC188,396.1625,8.067415e-05,0.86728466
PC189,397.2375,8.05352e-05,0.8673652
PC190,217.05,8.0364174e-05,0.8674455
