PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,170.85,0.44853687,0.44853687
PC1,303.25,0.13782461,0.58636147
PC2,255.25,0.07588358,0.66224504
PC3,265.175,0.052841317,0.71508634
PC4,311.1875,0.012100681,0.72718704
PC5,303.25,0.008565113,0.73575217
PC6,600.55,0.0056800367,0.7414322
PC7,113.0,0.0044932654,0.7459254
PC8,201.05,0.0035806263,0.74950606
PC9,161.075,0.0023272452,0.7518333
PC10,255.25,0.0019749592,0.75380826
PC11,666.1,0.0015038216,0.7553121
PC12,666.1,0.0012427508,0.75655484
PC13,311.1875,0.0010944126,0.75764924
PC14,311.1875,0.0009768222,0.75862604
PC15,281.275,0.0009181111,0.75954413
PC16,325.2125,0.00086037355,0.7604045
PC17,339.225,0.0007670384,0.7611716
PC18,161.075,0.00075437373,0.76192594
PC19,309.2,0.00066883105,0.76259476
PC20,283.2875,0.00065713876,0.7632519
PC21,161.075,0.0006290202,0.7638809
PC22,311.2,0.0005850847,0.764466
PC23,255.2625,0.0005712767,0.76503724
PC24,174.0125,0.000538096,0.76557535
PC25,170.85,0.00052765047,0.766103
PC26,293.2,0.00050615496,0.7666092
PC27,174.0125,0.00049240136,0.7671016
PC28,147.0,0.00047033478,0.7675719
PC29,311.2,0.00046473148,0.76803666
PC30,241.2375,0.00044654298,0.7684832
PC31,297.175,0.00044042268,0.76892364
PC32,353.225,0.000423927,0.76934755
PC33,297.175,0.000416918,0.7697645
PC34,297.175,0.00040672376,0.7701712
PC35,353.225,0.0003879076,0.77055913
PC36,172.8375,0.00038218452,0.7709413
PC37,89.0375,0.00037514878,0.77131647
PC38,147.0,0.00036960535,0.7716861
PC39,89.0375,0.00036189464,0.772048
PC40,172.8375,0.00034154067,0.77238953
PC41,253.2375,0.00033747152,0.772727
PC42,253.2375,0.00032695165,0.77305394
PC43,201.0625,0.0003077568,0.7733617
PC44,201.0625,0.00029391385,0.7736556
PC45,137.05,0.000282332,0.77393794
PC46,281.275,0.0002777281,0.7742157
PC47,339.2375,0.00027604317,0.7744917
PC48,309.1875,0.00026904218,0.7747608
PC49,312.2,0.00026296193,0.77502376
PC50,312.2,0.00025854367,0.7752823
PC51,326.2125,0.00024980816,0.7755321
PC52,174.85,0.00024457727,0.7757767
PC53,256.2625,0.00024212516,0.7760188
PC54,326.2125,0.00024088073,0.77625966
PC55,312.2,0.00023945073,0.7764991
PC56,340.225,0.00023336663,0.77673244
PC57,325.225,0.00023001837,0.77696246
PC58,325.225,0.00022672718,0.7771892
PC59,128.05,0.00022583775,0.77741504
PC60,340.225,0.000222613,0.77763766
PC61,227.225,0.0002197782,0.7778574
PC62,227.2125,0.0002172577,0.7780747
PC63,266.175,0.00021281243,0.7782875
PC64,269.275,0.00020845499,0.7784959
PC65,170.8375,0.00020667356,0.77870256
PC66,174.8375,0.00020340412,0.778906
PC67,128.05,0.00019989282,0.7791059
PC68,269.275,0.00019906483,0.779305
PC69,174.8375,0.00019709652,0.7795021
PC70,397.25,0.00019526244,0.77969736
PC71,269.275,0.00019237027,0.7798897
PC72,337.2375,0.00018992693,0.7800796
PC73,337.2375,0.00018740921,0.780267
PC74,397.25,0.00018619683,0.7804532
PC75,397.2625,0.00018250095,0.7806357
PC76,215.05,0.00018090468,0.7808166
PC77,312.1875,0.00017867268,0.7809953
PC78,187.1125,0.00017604865,0.7811714
PC79,326.2,0.0001756859,0.7813471
PC80,377.1125,0.00017518655,0.7815223
PC81,397.2625,0.00017346421,0.7816957
PC82,340.2375,0.0001728355,0.7818686
PC83,312.1875,0.00016933738,0.7820379
PC84,279.1875,0.00016883136,0.7822068
PC85,310.2,0.00016804125,0.7823748
PC86,180.9375,0.00016577568,0.78254056
PC87,180.9375,0.00016542892,0.78270596
PC88,186.925,0.00016410227,0.78287005
PC89,119.9625,0.00016231879,0.78303236
PC90,266.1625,0.00016135865,0.7831937
PC91,226.9,0.0001598184,0.7833535
PC92,284.2875,0.00015976686,0.78351325
PC93,255.2375,0.00015927589,0.7836725
PC94,255.2375,0.0001583979,0.7838309
PC95,353.2375,0.00015726151,0.7839881
PC96,381.2625,0.00015625158,0.78414434
PC97,353.2375,0.00015546937,0.7842998
PC98,226.9,0.00015438505,0.78445417
PC99,187.1125,0.00015285562,0.784607
PC100,367.3875,0.00015227692,0.7847593
PC101,367.3875,0.00015198388,0.7849113
PC102,313.2125,0.00015044042,0.7850617
PC103,282.275,0.00015023553,0.785212
PC104,297.1875,0.00014854057,0.7853605
PC105,381.2625,0.00014831337,0.7855088
PC106,367.3875,0.00014765174,0.78565645
PC107,282.275,0.00014673459,0.7858032
PC108,224.9125,0.0001464533,0.78594965
PC109,381.25,0.00014565137,0.7860953
PC110,145.0625,0.00014543819,0.78624076
PC111,381.25,0.00014417614,0.78638494
PC112,282.275,0.00014339197,0.78652835
PC113,267.25,0.00014334352,0.7866717
PC114,294.2,0.00014305626,0.78681475
PC115,190.925,0.00014220331,0.78695697
PC116,267.1625,0.00014190514,0.7870989
PC117,173.1,0.00014113093,0.78724
PC118,294.2,0.00014063233,0.78738064
PC119,161.0875,0.00014032384,0.78752095
PC120,160.0875,0.00013998452,0.78766096
PC121,313.2,0.00013876977,0.7877997
PC122,298.175,0.00013831987,0.78793806
PC123,311.175,0.00013820811,0.7880763
PC124,327.2,0.000137846,0.78821415
PC125,137.0375,0.00013711833,0.78835124
PC126,253.225,0.00013681834,0.78848803
PC127,321.2375,0.00013630444,0.78862435
PC128,381.25,0.00013620577,0.78876054
PC129,393.125,0.00013570994,0.78889626
PC130,160.075,0.00013522647,0.7890315
PC131,168.8625,0.00013475385,0.7891663
PC132,298.175,0.00013438624,0.7893007
PC133,283.3,0.00013392819,0.7894346
PC134,367.275,0.00013325656,0.7895679
PC135,353.2125,0.00013242925,0.7897003
PC136,296.0875,0.00013224308,0.7898326
PC137,296.0875,0.0001321774,0.7899648
PC138,327.2,0.00013188024,0.7900967
PC139,145.0625,0.00013141478,0.7902281
PC140,89.025,0.00013104902,0.7903592
PC141,397.3625,0.00013090452,0.7904901
PC142,365.2625,0.00013028552,0.7906204
PC143,441.2875,0.00013007791,0.79075044
PC144,367.2625,0.00012978206,0.7908802
PC145,354.225,0.00012917606,0.79100937
PC146,425.2875,0.00012901863,0.7911384
PC147,168.8625,0.00012888559,0.7912673
PC148,441.275,0.00012855745,0.79139584
PC149,365.2625,0.00012814537,0.791524
PC150,182.9375,0.00012774821,0.7916517
PC151,197.0375,0.00012747949,0.7917792
PC152,297.1625,0.00012702256,0.79190624
PC153,294.2125,0.00012677249,0.792033
PC154,321.225,0.00012644958,0.79215944
PC155,269.1125,0.00012630217,0.79228574
PC156,269.1125,0.00012612628,0.79241186
PC157,284.3,0.0001256326,0.7925375
PC158,311.2125,0.00012549848,0.79266304
PC159,326.225,0.0001252008,0.79278827
PC160,284.3,0.00012512396,0.7929134
PC161,365.2625,0.00012494695,0.7930383
PC162,241.225,0.00012471729,0.793163
PC163,341.225,0.00012440675,0.7932874
PC164,265.1875,0.00012410375,0.7934115
PC165,313.1875,0.00012394812,0.7935355
PC166,265.1875,0.00012383886,0.7936593
PC167,327.2125,0.00012345512,0.7937828
PC168,311.2125,0.0001232599,0.79390603
PC169,137.0375,0.00012320341,0.79402924
PC170,294.2125,0.00012290163,0.79415214
PC171,157.1,0.00012263659,0.7942748
PC172,241.225,0.00012227483,0.79439706
PC173,311.175,0.00012223372,0.7945193
PC174,343.2375,0.00012218334,0.7946415
PC175,265.1875,0.00012174622,0.79476327
PC176,425.3875,0.000121599114,0.79488486
PC177,236.9875,0.000121468576,0.79500633
PC178,170.8625,0.00012121393,0.7951276
PC179,441.275,0.000121138895,0.7952487
PC180,327.2125,0.0001208867,0.79536957
PC181,313.1875,0.00012064812,0.7954902
PC182,465.3375,0.00012056182,0.7956108
PC183,171.85,0.00012041677,0.7957312
PC184,253.0,0.000120242774,0.7958514
PC185,240.0625,0.00012018676,0.7959716
PC186,170.8625,0.00011999273,0.79609156
PC187,242.2375,0.00011987746,0.7962114
PC188,254.2375,0.00011942588,0.79633087
PC189,411.375,0.0001192205,0.7964501
PC190,295.2,0.00011916564,0.7965692
PC191,242.2375,0.00011904661,0.79668826
PC192,298.175,0.00011885013,0.7968071
PC193,270.275,0.00011877181,0.7969259
PC194,313.2,0.00011862609,0.7970445
PC195,354.225,0.00011848581,0.797163
PC196,369.325,0.00011842164,0.79728144
PC197,93.05,0.000118302145,0.79739976
PC198,325.025,0.0001180699,0.79751784
PC199,311.2125,0.00011784641,0.7976357
PC200,379.1,0.00011770138,0.7977534
PC201,254.2375,0.00011751453,0.79787093
PC202,137.0375,0.00011733464,0.7979883
PC203,96.975,0.000117157375,0.7981055
PC204,327.2125,0.00011706747,0.79822254
PC205,242.2375,0.00011692585,0.7983395
PC206,170.8625,0.00011686527,0.7984564
PC207,112.9875,0.00011667425,0.798573
PC208,341.25,0.00011654009,0.79868954
PC209,168.8375,0.00011642356,0.79880595
PC210,197.0375,0.000116182775,0.7989221
PC211,360.2625,0.000116174866,0.7990383
PC212,313.225,0.000116001385,0.7991543
PC213,315.2,0.00011581489,0.7992701
PC214,217.025,0.000115697585,0.7993858
PC215,383.3375,0.00011554558,0.79950136
PC216,310.2125,0.000115443865,0.7996168
PC217,228.225,0.000115296454,0.7997321
PC218,279.2625,0.0001151569,0.79984725
PC219,325.1875,0.00011510362,0.79996234
PC220,170.8625,0.0001149607,0.8000773
PC221,383.175,0.000114761315,0.80019206
PC222,168.8375,0.00011463576,0.8003067
PC223,94.9375,0.000114552146,0.80042124
PC224,270.275,0.00011442251,0.8005357
PC225,183.0125,0.00011438451,0.80065006
PC226,383.3375,0.00011433843,0.8007644
PC227,217.0375,0.00011413981,0.8008785
PC228,425.2875,0.000113950264,0.8009925
PC229,93.0625,0.00011383608,0.80110633
PC230,379.1125,0.000113770715,0.8012201
PC231,341.225,0.00011369115,0.8013338
PC232,389.1375,0.0001134392,0.8014472
PC233,327.2375,0.000113273105,0.80156046
PC234,321.2375,0.00011321346,0.80167365
PC235,284.3,0.000113156995,0.8017868
PC236,369.15,0.00011305784,0.80189985
PC237,94.9375,0.00011295284,0.8020128
PC238,152.05,0.00011271766,0.8021255
PC239,253.0,0.000112613576,0.8022381
PC240,164.85,0.00011260273,0.8023507
PC241,152.05,0.00011256974,0.8024633
PC242,425.3875,0.000112482834,0.80257577
PC243,321.225,0.00011232948,0.8026881
PC244,327.2125,0.00011220286,0.8028003
PC245,141.0,0.000112073,0.80291235
PC246,236.9875,0.00011200189,0.80302435
PC247,121.0375,0.000111961155,0.8031363
PC248,327.2375,0.000111862755,0.80324817
PC249,383.25,0.0001117644,0.8033599
PC250,171.85,0.00011167205,0.8034716
PC251,339.25,0.00011159858,0.8035832
PC252,270.275,0.00011141633,0.8036946
PC253,197.0375,0.00011138212,0.803806
PC254,383.35,0.00011127413,0.8039173
PC255,340.2125,0.00011120184,0.8040285
PC256,209.1,0.00011112185,0.8041396
PC257,369.15,0.00011104364,0.80425066
PC258,389.1125,0.00011093885,0.8043616
PC259,171.1125,0.00011083224,0.8044724
PC260,397.35,0.000110652516,0.804583
PC261,182.925,0.00011060416,0.80469364
PC262,157.1375,0.00011053838,0.8048042
PC263,279.175,0.000110396235,0.8049146
PC264,121.95,0.00011030288,0.8050249
PC265,121.0375,0.000110244124,0.8051352
PC266,383.3375,0.00011019831,0.8052454
PC267,270.275,0.00011004474,0.8053554
PC268,391.2875,0.00010999884,0.8054654
PC269,383.175,0.0001098764,0.80557525
PC270,169.85,0.000109859386,0.8056851
PC271,171.85,0.00010966274,0.8057948
PC272,341.25,0.00010958668,0.8059044
PC273,228.225,0.00010950036,0.8060139
PC274,367.375,0.00010941205,0.8061233
PC275,313.225,0.000109325876,0.80623263
PC276,788.6,0.00010930269,0.80634195
PC277,327.2125,0.00010909594,0.806451
PC278,282.2625,0.000109044806,0.80656004
PC279,121.95,0.00010892718,0.80666894
PC280,199.1875,0.00010880182,0.8067777
PC281,367.2625,0.000108753935,0.8068865
PC282,228.225,0.000108679065,0.80699515
PC283,217.0375,0.00010861743,0.80710375
PC284,171.125,0.0001085567,0.8072123
PC285,202.0625,0.000108487024,0.8073208
PC286,112.9875,0.000108421824,0.8074292
PC287,367.375,0.00010833457,0.80753756
PC288,360.2625,0.00010828182,0.80764586
PC289,465.325,0.00010816225,0.80775404
PC290,270.275,0.00010809352,0.80786216
PC291,189.9875,0.000107976055,0.80797017
PC292,666.0875,0.00010792106,0.8080781
PC293,465.325,0.00010782962,0.80818594
PC294,157.1375,0.00010773635,0.8082937
PC295,189.9875,0.00010769578,0.8084014
PC296,222.9,0.00010755934,0.808509
PC297,157.1375,0.00010748976,0.80861646
PC298,162.9625,0.000107444524,0.8087239
PC299,270.275,0.00010732902,0.8088313
PC300,299.2,0.00010722327,0.8089385
PC301,485.3125,0.00010720363,0.80904573
PC302,393.2875,0.000107119595,0.80915284
PC303,377.1,0.00010702211,0.8092599
PC304,182.9375,0.000106969004,0.8093669
PC305,299.2,0.000106882486,0.80947375
PC306,343.2375,0.00010680862,0.80958056
PC307,379.1125,0.00010673515,0.8096873
PC308,152.05,0.00010666417,0.809794
PC309,425.275,0.00010664873,0.80990064
PC310,171.125,0.000106525935,0.81000715
PC311,393.1125,0.000106425,0.8101136
PC312,485.3125,0.00010641585,0.81022
PC313,138.025,0.00010633975,0.81032634
PC314,421.25,0.00010619843,0.81043255
PC315,389.1125,0.00010619374,0.81053877
PC316,311.325,0.00010609774,0.81064487
