PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,146.975,0.24635799,0.24635799
PC1,325.1875,0.18704863,0.43340662
PC2,146.9625,0.07107483,0.50448143
PC3,421.2375,0.03250483,0.5369863
PC4,147.0375,0.022367535,0.5593538
PC5,126.9125,0.013865394,0.57321924
PC6,187.05,0.012231861,0.5854511
PC7,255.2375,0.008028065,0.5934792
PC8,325.1875,0.006656024,0.60013527
PC9,209.95,0.0054523847,0.60558766
PC10,146.9875,0.0046359305,0.6102236
PC11,146.9625,0.0044817165,0.6147053
PC12,146.975,0.0027991338,0.6175045
PC13,146.9875,0.002544714,0.6200492
PC14,146.9875,0.0021538339,0.622203
PC15,174.0,0.0021136643,0.62431663
PC16,265.1625,0.0018799354,0.62619656
PC17,311.1875,0.0017458556,0.62794244
PC18,311.175,0.0017056605,0.6296481
PC19,311.1625,0.0016123055,0.6312604
PC20,339.2,0.0015630985,0.63282347
PC21,311.1625,0.0015227161,0.6343462
PC22,339.2125,0.0014887834,0.635835
PC23,265.1375,0.0014502063,0.6372852
PC24,311.175,0.001418268,0.63870347
PC25,325.175,0.0014069704,0.64011043
PC26,89.025,0.0013649878,0.64147544
PC27,255.2375,0.0013247099,0.64280015
PC28,339.225,0.0013170429,0.6441172
PC29,325.2,0.001302733,0.6454199
PC30,297.15,0.0012587486,0.6466786
PC31,283.2625,0.0012430458,0.6479217
PC32,174.0125,0.001239454,0.64916116
PC33,293.1875,0.00120954,0.6503707
PC34,311.2,0.0012054594,0.65157616
PC35,255.25,0.0011901623,0.65276635
PC36,325.2125,0.0011829064,0.65394926
PC37,297.175,0.0011638097,0.65511304
PC38,248.0875,0.0011574404,0.6562705
PC39,265.175,0.0011426135,0.6574131
PC40,112.9875,0.001134377,0.6585475
PC41,309.175,0.0011323238,0.65967983
PC42,119.95,0.0011277364,0.66080755
PC43,339.2125,0.0011104619,0.661918
PC44,89.025,0.0011076772,0.6630257
PC45,293.175,0.0011003598,0.66412604
PC46,297.15,0.0010848381,0.6652109
PC47,248.0875,0.0010833179,0.6662942
PC48,227.0,0.0010768945,0.6673711
PC49,311.2,0.00107513,0.66844624
PC50,227.0,0.0010661943,0.66951245
PC51,309.1875,0.0010572976,0.6705698
PC52,339.2375,0.0010538307,0.6716236
PC53,339.1875,0.0010479449,0.67267156
PC54,227.0,0.0010377783,0.67370933
PC55,311.15,0.0010314079,0.67474073
PC56,283.2875,0.0010243545,0.6757651
PC57,209.975,0.001017236,0.6767823
PC58,339.225,0.0010066609,0.677789
PC59,297.15,0.001004281,0.67879325
PC60,181.9875,0.0010024252,0.6797957
PC61,227.0,0.0009962465,0.6807919
PC62,265.1875,0.0009908323,0.6817827
PC63,182.0,0.0009894274,0.68277216
PC64,325.175,0.0009867196,0.68375885
PC65,255.25,0.00097563135,0.68473446
PC66,89.0375,0.0009693466,0.6857038
PC67,255.225,0.00096779707,0.6866716
PC68,309.175,0.00096357166,0.6876352
PC69,227.0,0.00095707935,0.68859226
PC70,215.0375,0.0009533631,0.68954563
PC71,293.1875,0.00094614574,0.6904918
PC72,227.0,0.00094377523,0.6914356
PC73,339.225,0.0009349224,0.6923705
PC74,339.1875,0.00093262945,0.6933031
PC75,227.0,0.000919653,0.69422275
PC76,391.2625,0.000916003,0.69513875
PC77,340.2125,0.0009075104,0.69604623
PC78,215.0375,0.0008984305,0.69694465
PC79,311.2,0.0008878749,0.6978325
PC80,215.0375,0.00088195835,0.6987145
PC81,175.025,0.0008772865,0.69959176
PC82,311.1625,0.00086680846,0.7004586
PC83,325.1625,0.0008604993,0.7013191
PC84,248.0875,0.0008527728,0.70217186
PC85,248.0875,0.00083155994,0.7030034
PC86,227.0,0.0008202789,0.7038237
PC87,146.9875,0.0007399047,0.7045636
PC88,339.2125,0.000703411,0.705267
PC89,311.1875,0.0006674976,0.7059345
PC90,339.2125,0.00062930305,0.70656383
PC91,311.1875,0.00060790445,0.70717174
PC92,325.2,0.00058903394,0.70776075
PC93,311.1625,0.00056723866,0.708328
PC94,325.175,0.0005447043,0.70887274
PC95,325.175,0.0005339991,0.70940673
PC96,325.2,0.00051981176,0.70992655
PC97,215.0375,0.0005023146,0.71042883
PC98,255.25,0.00047619434,0.710905
PC99,339.2,0.000464974,0.71137
PC100,119.95,0.0004624344,0.7118324
PC101,265.1625,0.00044537586,0.71227777
PC102,325.2125,0.00043340164,0.71271116
PC103,255.25,0.00042008725,0.71313125
PC104,339.225,0.00041745504,0.7135487
PC105,187.0375,0.00041195983,0.7139607
PC106,255.2375,0.0004013962,0.7143621
PC107,297.15,0.00039603162,0.7147581
PC108,339.225,0.00038758738,0.7151457
PC109,339.1875,0.0003818446,0.71552753
PC110,283.2625,0.00037789508,0.7159054
PC111,265.1375,0.000367898,0.7162733
PC112,215.05,0.00035815503,0.7166315
PC113,325.225,0.0003555291,0.716987
PC114,325.225,0.00034757415,0.71733457
PC115,147.0,0.00034457698,0.71767914
