PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,255.25,0.4555488,0.4555488
PC1,283.2875,0.13180622,0.587355
PC2,283.2875,0.044711225,0.63206625
PC3,666.1,0.041145127,0.6732114
PC4,666.1125,0.02934495,0.7025564
PC5,311.1875,0.013690915,0.71624726
PC6,303.2625,0.006688749,0.72293603
PC7,201.05,0.0037722664,0.7267083
PC8,283.2875,0.002909587,0.7296179
PC9,255.25,0.0021130121,0.7317309
PC10,325.2125,0.0018057824,0.73353666
PC11,201.05,0.0016175766,0.7351542
PC12,255.2625,0.0011900092,0.7363442
PC13,170.85,0.0010275298,0.73737174
PC14,325.2125,0.00088996685,0.7382617
PC15,311.1875,0.00084471103,0.7391064
PC16,281.275,0.0007851431,0.7398916
PC17,325.2125,0.0007601533,0.7406517
PC18,339.225,0.00073846965,0.74139017
PC19,339.225,0.0006824751,0.74207264
PC20,265.1625,0.00065057323,0.7427232
PC21,309.2,0.00061227864,0.7433355
PC22,201.0625,0.0006093671,0.7439448
PC23,241.2375,0.00058799185,0.7445328
PC24,89.0375,0.0005660965,0.74509895
PC25,170.85,0.00054017716,0.74563915
PC26,325.2,0.000515177,0.7461543
PC27,281.275,0.0004950218,0.7466493
PC28,293.2,0.00047992772,0.74712926
PC29,174.0125,0.00045675127,0.747586
PC30,293.2,0.00045103018,0.74803704
PC31,256.2625,0.00043321282,0.74847025
PC32,174.025,0.00042965275,0.7488999
PC33,353.225,0.00042261928,0.7493225
PC34,137.05,0.0004052158,0.74972767
PC35,339.2375,0.00038874382,0.7501164
PC36,256.2625,0.00037723934,0.75049365
PC37,297.175,0.00037516683,0.7508688
PC38,297.175,0.00037150455,0.7512403
PC39,227.225,0.0003600316,0.7516003
PC40,137.05,0.00034715224,0.75194746
PC41,146.9875,0.00033959752,0.7522871
PC42,293.2125,0.000332244,0.7526193
PC43,137.05,0.00032698142,0.7529463
PC44,269.275,0.00032062037,0.75326693
PC45,325.225,0.00031396147,0.75358087
PC46,279.1875,0.0003038718,0.75388473
PC47,279.1875,0.00029027506,0.754175
PC48,325.225,0.00028692838,0.75446194
PC49,209.9625,0.0002805813,0.7547425
PC50,269.2625,0.00027807112,0.75502056
PC51,339.2125,0.00027271587,0.75529325
PC52,283.3,0.00027049484,0.75556374
PC53,312.2,0.00026483656,0.75582856
PC54,187.1125,0.00026335788,0.7560919
