PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,325.1875,0.7076148,0.7076148
PC1,96.9625,0.08091769,0.7885325
PC2,311.1625,0.018377218,0.80690974
PC3,146.975,0.013676885,0.8205866
PC4,89.025,0.0075336364,0.82812023
PC5,175.0375,0.0052429014,0.8333631
PC6,146.975,0.0030968436,0.83645993
PC7,255.2375,0.0023853767,0.8388453
PC8,96.9625,0.0020506869,0.840896
PC9,89.025,0.001583916,0.84247994
PC10,325.1875,0.0013465262,0.8438265
PC11,339.2125,0.0011052949,0.8449318
PC12,311.1625,0.0010521209,0.8459839
PC13,303.2375,0.0010123074,0.84699625
PC14,311.1875,0.0009806058,0.84797686
PC15,325.2,0.00082524744,0.8488021
PC16,325.175,0.0007585923,0.8495607
PC17,339.2,0.0007388226,0.8502995
PC18,325.2,0.00070233515,0.8510018
PC19,96.975,0.00065560255,0.8516574
PC20,339.1875,0.00060370006,0.85226107
PC21,297.15,0.00056823593,0.8528293
PC22,325.2125,0.00051978044,0.85334903
PC23,297.15,0.00050704734,0.8538561
PC24,209.95,0.00049908407,0.85435516
PC25,297.15,0.0004894215,0.85484457
PC26,325.2125,0.00047344415,0.855318
PC27,339.225,0.00041179475,0.8557298
PC28,118.95,0.00040099415,0.85613084
PC29,311.2,0.00039330524,0.85652417
PC30,312.175,0.00037542413,0.8568996
PC31,297.1625,0.00037349924,0.8572731
PC32,89.025,0.0003684426,0.8576415
PC33,248.075,0.00035817962,0.8579997
PC34,283.275,0.0003544164,0.8583541
PC35,312.175,0.00033643705,0.8586905
PC36,312.175,0.00033000726,0.85902053
PC37,248.0875,0.00031665908,0.8593372
PC38,297.175,0.0003105937,0.8596478
PC39,265.1625,0.00030375604,0.85995156
PC40,325.225,0.0002989514,0.86025053
PC41,265.15,0.0002894628,0.86054
PC42,325.225,0.00028644403,0.86082643
PC43,181.9875,0.0002800445,0.86110646
PC44,340.2125,0.00027551185,0.86138195
PC45,326.2,0.0002678327,0.86164975
PC46,181.9875,0.00026440903,0.86191416
PC47,255.25,0.00025734495,0.86217153
PC48,255.25,0.00025595815,0.8624275
PC49,146.9875,0.0002482431,0.8626757
PC50,339.2375,0.00024661436,0.8629224
PC51,152.925,0.00024047474,0.8631628
PC52,339.2375,0.0002348819,0.8633977
PC53,326.1875,0.00022980633,0.86362755
PC54,283.2625,0.00022281469,0.86385036
PC55,265.1375,0.00021857861,0.8640689
PC56,309.175,0.00021541133,0.86428434
PC57,136.95,0.00020918524,0.86449355
PC58,309.175,0.00020751703,0.8647011
PC59,311.2125,0.0002045807,0.86490566
PC60,312.1875,0.00020185877,0.86510754
PC61,309.175,0.00020094503,0.86530846
PC62,312.1875,0.000198599,0.86550707
PC63,311.2125,0.00019609353,0.86570317
PC64,182.0125,0.00019292245,0.8658961
PC65,325.1625,0.0001916746,0.8660878
PC66,325.1625,0.00018837709,0.86627614
PC67,182.0125,0.00018484175,0.866461
PC68,89.0375,0.00018245656,0.8666434
PC69,152.9125,0.00018096293,0.8668244
PC70,283.2875,0.00017622675,0.86700064
PC71,89.0375,0.00017529624,0.86717594
PC72,283.2875,0.00017300814,0.86734897
PC73,265.175,0.00017173914,0.8675207
PC74,312.2,0.00016791059,0.8676886
PC75,297.1375,0.00016546067,0.86785406
PC76,174.0125,0.0001619486,0.868016
PC77,297.1375,0.0001612264,0.86817724
PC78,201.05,0.00015862622,0.86833584
PC79,197.9125,0.000156843,0.86849266
PC80,293.1875,0.00015436676,0.86864704
PC81,254.8625,0.00015288261,0.8687999
PC82,340.225,0.00015068964,0.8689506
PC83,118.9375,0.00014953429,0.86910015
PC84,297.1875,0.00014750568,0.8692477
PC85,313.175,0.00014540045,0.86939305
PC86,293.1875,0.00014518214,0.86953825
PC87,313.175,0.00014231636,0.8696806
PC88,283.25,0.00014127354,0.86982185
PC89,136.9625,0.00013921861,0.8699611
PC90,152.9375,0.00013852536,0.8700996
PC91,152.9375,0.00013776966,0.87023735
PC92,297.1375,0.00013647084,0.87037385
PC93,271.1,0.00013409065,0.87050796
PC94,309.1875,0.00013381024,0.87064177
PC95,309.1875,0.00013255663,0.8707743
PC96,111.95,0.0001306908,0.87090504
PC97,283.25,0.00012968632,0.87103474
PC98,254.875,0.0001284295,0.8711632
PC99,95.9625,0.00012807999,0.8712913
PC100,119.95,0.0001275042,0.8714188
PC101,340.1875,0.00012592511,0.8715447
PC102,353.2,0.00012466667,0.8716694
PC103,353.2125,0.00012356501,0.871793
PC104,339.175,0.00012346043,0.8719164
PC105,326.2125,0.00012280943,0.8720392
PC106,353.225,0.000122008394,0.8721612
PC107,340.1875,0.00012096888,0.8722822
PC108,111.95,0.000120081204,0.8724023
PC109,309.1625,0.00011936272,0.8725217
PC110,327.2,0.00011869104,0.8726404
