PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,325.1875,0.19716504,0.19716504
PC1,255.225,0.07844502,0.27561006
PC2,255.2375,0.021158574,0.29676864
PC3,600.525,0.0077665476,0.30453518
PC4,303.2375,0.0070467587,0.31158194
PC5,325.1875,0.005114429,0.31669638
PC6,325.1875,0.0044064578,0.32110283
PC7,339.2125,0.00427877,0.3253816
PC8,255.25,0.003619378,0.32900098
PC9,283.275,0.0034817192,0.3324827
PC10,339.2,0.0032429479,0.33572564
PC11,255.25,0.003044092,0.33876973
PC12,311.1875,0.0029630286,0.34173277
PC13,311.1625,0.0029042645,0.34463704
PC14,283.2625,0.0026986816,0.34733573
PC15,325.2,0.002561721,0.34989744
PC16,325.2,0.002432985,0.35233042
PC17,146.975,0.0023122714,0.3546427
PC18,283.2875,0.0021552176,0.3567979
PC19,174.0,0.0020883246,0.35888624
PC20,146.9875,0.001966849,0.36085308
PC21,339.1875,0.001872959,0.36272603
PC22,339.225,0.001838571,0.3645646
PC23,339.225,0.0017554308,0.36632
PC24,255.2625,0.0016759988,0.367996
PC25,325.2125,0.0016034013,0.3695994
PC26,174.0125,0.001560196,0.37115958
PC27,265.1625,0.0015290589,0.37268865
PC28,283.25,0.0014013224,0.37409
PC29,146.9625,0.0013487068,0.3754387
PC30,340.2125,0.0012939416,0.37673262
PC31,146.9625,0.0012685843,0.3780012
PC32,265.15,0.0012593189,0.37926054
PC33,297.15,0.001200415,0.38046095
PC34,201.05,0.0011864096,0.38164735
PC35,248.0875,0.0011379172,0.38278526
PC36,325.225,0.0011053716,0.38389063
PC37,89.025,0.0010575956,0.38494822
PC38,339.2375,0.0010431359,0.38599136
PC39,325.225,0.0010241143,0.3870155
PC40,297.1625,0.0009988936,0.38801438
PC41,326.2,0.00096594985,0.38898033
PC42,312.175,0.0009591251,0.38993946
PC43,340.2,0.00092453905,0.39086398
PC44,256.25,0.0009085401,0.39177254
PC45,340.2,0.0008857609,0.3926583
PC46,309.175,0.0008659358,0.39352423
PC47,248.075,0.0008430517,0.39436728
PC48,297.175,0.00083268963,0.39519995
PC49,283.3,0.000825103,0.39602506
PC50,326.1875,0.00080863526,0.3968337
PC51,309.175,0.0008004734,0.39763415
PC52,326.1875,0.0007865353,0.3984207
PC53,265.175,0.00078540324,0.3992061
PC54,174.025,0.0007701541,0.39997625
PC55,256.2375,0.00075579167,0.40073204
PC56,147.0,0.0007444782,0.40147653
PC57,248.075,0.0007369726,0.4022135
PC58,313.2,0.00071465713,0.40292817
PC59,128.0375,0.00070477923,0.40363294
PC60,340.225,0.0006928708,0.4043258
PC61,119.95,0.00067260175,0.40499842
PC62,128.0375,0.00066565035,0.4056641
PC63,89.0375,0.00065777294,0.40632185
PC64,377.0875,0.0006482891,0.40697014
PC65,284.2625,0.0006408668,0.407611
PC66,309.1875,0.00063337677,0.4082444
PC67,284.2625,0.000628361,0.40887275
PC68,281.25,0.0006202691,0.40949303
PC69,377.1,0.0006114537,0.41010448
PC70,341.2125,0.00060873694,0.41071323
PC71,201.0625,0.0006029451,0.41131616
PC72,367.25,0.0005997426,0.4119159
PC73,293.175,0.00058837567,0.4125043
PC74,367.25,0.00058262923,0.41308692
PC75,309.1875,0.0005742678,0.41366118
PC76,284.2875,0.0005710841,0.41423225
PC77,201.0625,0.00056704396,0.4147993
PC78,341.225,0.00056320784,0.4153625
PC79,293.175,0.00055458705,0.4159171
PC80,256.2625,0.00055061653,0.41646773
PC81,313.1875,0.00054706057,0.41701478
PC82,293.175,0.0005419427,0.41755673
PC83,353.225,0.00053894246,0.41809568
PC84,227.2125,0.00053200877,0.41862768
PC85,227.2,0.00052274205,0.4191504
PC86,312.1625,0.000520077,0.4196705
PC87,377.1,0.0005172178,0.4201877
PC88,148.9875,0.00051538605,0.42070308
PC89,325.1625,0.00051349547,0.42121658
PC90,312.1625,0.0005055346,0.4217221
PC91,128.05,0.0005037104,0.42222583
PC92,309.2,0.00049998023,0.42272583
PC93,337.2125,0.000493274,0.4232191
PC94,128.05,0.00048991764,0.42370903
PC95,227.2125,0.00048700927,0.42419603
PC96,340.2375,0.00048498996,0.42468104
PC97,340.2375,0.00048315857,0.4251642
PC98,256.225,0.00047821944,0.4256424
PC99,256.225,0.0004711867,0.42611358
PC100,309.1625,0.00046955622,0.42658314
PC101,377.1125,0.00046941024,0.42705256
PC102,337.2125,0.00046706724,0.42751962
PC103,248.1,0.00046071576,0.42798033
PC104,241.225,0.00045720502,0.42843753
PC105,255.275,0.00045618074,0.42889372
PC106,377.1125,0.00045320267,0.42934692
PC107,377.075,0.00044881183,0.42979574
PC108,241.2375,0.000446752,0.4302425
PC109,341.2,0.00044453092,0.43068704
PC110,284.3,0.00044302546,0.43113005
PC111,187.1,0.0004387267,0.43156877
PC112,341.2,0.0004376869,0.43200645
PC113,269.25,0.00043699905,0.43244344
PC114,340.1875,0.00043138606,0.43287483
PC115,327.1875,0.00042896532,0.4333038
PC116,284.3,0.00042714243,0.43373096
PC117,279.1625,0.00042319915,0.43415415
PC118,279.1625,0.00042220918,0.43457636
PC119,309.1625,0.00041985462,0.43499622
PC120,367.2375,0.00041748682,0.43541372
PC121,327.1875,0.0004155263,0.43582925
PC122,269.2625,0.00041402003,0.43624327
PC123,327.1875,0.0004131755,0.43665645
PC124,279.1625,0.00041277907,0.43706924
PC125,225.95,0.000409833,0.43747908
PC126,337.2,0.0004073621,0.43788645
PC127,337.2,0.00040633747,0.43829277
PC128,339.175,0.00040331535,0.4386961
PC129,266.15,0.0004008131,0.4390969
PC130,353.1875,0.0003994519,0.43949634
PC131,252.975,0.0003978297,0.43989417
PC132,337.2,0.00039493619,0.4402891
PC133,266.1625,0.00039282936,0.44068193
PC134,271.1125,0.00039224103,0.44107416
PC135,293.2125,0.00039113566,0.4414653
PC136,148.975,0.00038970332,0.44185498
PC137,265.1875,0.00038785773,0.44224283
PC138,341.1875,0.00038718697,0.44263002
PC139,337.2,0.0003865716,0.4430166
PC140,266.1625,0.00038464594,0.44340125
PC141,293.2125,0.00038421858,0.44378546
PC142,293.2125,0.00038253333,0.444168
PC143,339.175,0.00038034047,0.44454834
PC144,283.3125,0.00037975144,0.44492808
PC145,341.1875,0.00037768373,0.44530576
PC146,297.1375,0.00037682924,0.4456826
PC147,368.25,0.00037591445,0.4460585
PC148,353.1875,0.00037425663,0.44643277
PC149,148.975,0.00037330715,0.44680607
PC150,313.2125,0.00037219905,0.44717827
PC151,269.2625,0.00037049202,0.44754878
PC152,327.175,0.00037008646,0.44791886
PC153,353.1875,0.0003689773,0.44828784
PC154,379.1,0.0003680049,0.44865584
PC155,217.0125,0.00036632927,0.44902217
PC156,397.2375,0.00036615238,0.44938833
PC157,341.25,0.00036440595,0.44975272
PC158,248.575,0.00036348708,0.45011622
PC159,137.0375,0.000362933,0.45047915
PC160,340.25,0.0003617874,0.45084095
PC161,340.25,0.00036048805,0.45120144
PC162,215.0375,0.00035994843,0.4515614
PC163,315.2,0.00035944718,0.45192084
PC164,395.275,0.00035862322,0.45227945
PC165,519.1375,0.00035824554,0.4526377
PC166,121.95,0.0003565762,0.4529943
PC167,327.2125,0.00035576764,0.45335007
PC168,241.075,0.00035444094,0.4537045
PC169,303.2375,0.0003533302,0.45405784
PC170,431.1375,0.0003524113,0.45441025
PC171,183.025,0.0003521714,0.45476243
PC172,201.025,0.0003512365,0.45511368
PC173,266.15,0.00035045654,0.45546412
PC174,383.15,0.0003498401,0.45581397
PC175,152.925,0.00034905723,0.45616302
PC176,227.225,0.00034883138,0.45651186
PC177,325.2375,0.0003478441,0.4568597
PC178,431.1375,0.00034736012,0.45720705
PC179,315.2,0.00034711516,0.45755416
PC180,248.1125,0.00034601064,0.45790017
PC181,248.5875,0.00034558293,0.45824575
PC182,395.275,0.000345151,0.4585909
PC183,241.075,0.00034373032,0.45893463
PC184,315.2,0.00034346644,0.4592781
PC185,134.0,0.00034274254,0.45962086
PC186,121.95,0.0003418666,0.45996273
PC187,187.1125,0.00034061653,0.46030334
PC188,341.1125,0.00034012226,0.46064347
PC189,381.2375,0.00033928134,0.46098274
PC190,148.975,0.00033831756,0.46132106
PC191,171.1,0.00033791878,0.46165898
PC192,397.2375,0.00033696197,0.46199596
PC193,162.9625,0.00033654197,0.4623325
PC194,303.25,0.0003361574,0.46266866
PC195,383.15,0.00033449658,0.46300316
PC196,266.15,0.00033391194,0.46333706
PC197,397.175,0.00033366898,0.46367073
PC198,279.175,0.00033282978,0.46400356
PC199,180.925,0.0003325643,0.46433613
PC200,313.225,0.00033206254,0.46466818
PC201,313.1625,0.00033082502,0.46499902
PC202,381.2375,0.0003299069,0.46532893
PC203,369.1375,0.00032877934,0.4656577
PC204,367.275,0.00032849534,0.4659862
PC205,519.175,0.00032806772,0.46631426
PC206,329.175,0.00032744347,0.4666417
PC207,357.2125,0.00032694387,0.46696863
PC208,397.2375,0.0003266408,0.46729526
PC209,315.1875,0.0003257783,0.46762103
PC210,134.0,0.00032546878,0.4679465
PC211,294.1875,0.00032513717,0.46827164
PC212,383.15,0.0003242873,0.46859592
PC213,313.1625,0.0003238019,0.46891972
PC214,337.225,0.00032296084,0.4692427
PC215,149.0,0.00032265138,0.46956533
PC216,225.9625,0.0003222232,0.46988755
PC217,293.1625,0.00032148755,0.47020903
PC218,397.175,0.00031999114,0.47052902
PC219,379.0875,0.00031958474,0.4708486
PC220,281.2375,0.0003192117,0.4711678
PC221,381.2375,0.0003188751,0.4714867
PC222,368.2375,0.00031817294,0.47180486
PC223,341.1125,0.00031782012,0.47212267
PC224,173.0875,0.00031722692,0.4724399
PC225,369.1375,0.00031706833,0.47275695
PC226,312.2125,0.00031634333,0.4730733
PC227,381.225,0.00031579495,0.4733891
PC228,92.9375,0.00031547245,0.47370455
PC229,353.2375,0.00031514777,0.4740197
PC230,383.1625,0.0003144919,0.4743342
PC231,280.0,0.00031405265,0.47464827
PC232,431.1625,0.0003133405,0.4749616
PC233,431.125,0.00031292406,0.47527453
PC234,171.1,0.0003127056,0.47558725
PC235,379.0875,0.00031228858,0.47589955
PC236,96.9625,0.0003120074,0.47621155
PC237,397.175,0.00031155578,0.4765231
PC238,149.0,0.00031109824,0.4768342
PC239,519.1375,0.00031074384,0.47714496
PC240,227.225,0.000310051,0.47745502
PC241,173.0875,0.00030951973,0.47776455
PC242,145.05,0.00030919837,0.47807375
PC243,215.05,0.00030909764,0.47838286
PC244,161.0625,0.00030852298,0.47869137
PC245,379.075,0.00030795587,0.47899932
PC246,451.2125,0.00030732993,0.47930664
PC247,279.1875,0.0003069573,0.4796136
PC248,293.1625,0.0003065359,0.47992015
PC249,519.1625,0.00030604517,0.4802262
PC250,182.0,0.0003056118,0.4805318
PC251,337.1875,0.0003050353,0.48083684
PC252,381.25,0.0003048741,0.48114172
PC253,225.9375,0.00030451675,0.48144624
PC254,279.175,0.00030386102,0.4817501
PC255,284.25,0.00030352367,0.48205364
PC256,284.25,0.0003030352,0.48235667
PC257,381.25,0.00030271072,0.48265937
PC258,397.1625,0.00030233082,0.4829617
PC259,395.2625,0.0003016562,0.48326337
PC260,337.2375,0.00030161915,0.483565
PC261,357.2125,0.00030139854,0.4838664
PC262,396.15,0.0003009543,0.48416734
PC263,357.2,0.0003009026,0.48446825
PC264,181.9875,0.00030058005,0.48476884
PC265,381.2625,0.00029997312,0.4850688
PC266,217.025,0.00029935403,0.48536816
PC267,310.1875,0.00029882393,0.485667
PC268,175.025,0.00029849127,0.4859655
PC269,271.1375,0.00029827605,0.48626375
PC270,535.125,0.00029794767,0.4865617
PC271,327.2125,0.0002971753,0.48685887
PC272,342.225,0.0002969673,0.48715585
PC273,198.925,0.0002966952,0.48745254
PC274,225.9625,0.00029627135,0.4877488
PC275,181.9875,0.00029600796,0.4880448
PC276,202.05,0.00029550993,0.48834032
PC277,189.9875,0.00029502317,0.48863533
PC278,94.925,0.0002949322,0.48893026
PC279,256.275,0.00029459165,0.48922485
PC280,134.0,0.0002941401,0.489519
PC281,379.0875,0.0002937981,0.4898128
PC282,213.025,0.00029344062,0.49010623
PC283,189.9875,0.00029312266,0.49039936
PC284,207.0125,0.00029283544,0.4906922
PC285,357.1875,0.00029229381,0.4909845
PC286,299.1625,0.00029201276,0.4912765
PC287,383.175,0.000291684,0.49156818
PC288,396.15,0.0002913327,0.49185953
PC289,357.2,0.00029113097,0.49215066
PC290,248.6,0.00029092986,0.4924416
PC291,284.25,0.00029036368,0.49273196
PC292,395.2625,0.00029022715,0.49302217
PC293,137.05,0.00028969994,0.49331188
PC294,310.1875,0.00028952648,0.4936014
PC295,397.2625,0.00028915267,0.49389055
PC296,310.1875,0.00028875604,0.4941793
PC297,299.1875,0.00028835377,0.49446768
PC298,241.25,0.00028805312,0.49475572
PC299,241.0875,0.00028791433,0.49504364
PC300,424.175,0.000287671,0.49533132
PC301,234.975,0.00028753467,0.49561885
PC302,329.175,0.00028720955,0.49590605
PC303,161.0625,0.00028669252,0.49619275
PC304,327.2125,0.00028658242,0.49647933
PC305,519.1875,0.00028624095,0.49676558
PC306,293.1625,0.00028579912,0.4970514
PC307,356.1875,0.00028551632,0.4973369
PC308,253.0,0.00028497432,0.49762186
PC309,152.9125,0.00028482237,0.49790668
PC310,395.3,0.0002846063,0.4981913
PC311,397.15,0.00028417155,0.49847546
PC312,207.025,0.00028372012,0.49875918
PC313,162.9375,0.00028352323,0.4990427
PC314,395.2625,0.00028321784,0.4993259
PC315,343.2125,0.0002830177,0.4996089
PC316,337.2375,0.00028279072,0.4998917
PC317,417.2125,0.0002824258,0.5001741
PC318,368.275,0.0002823471,0.50045645
PC319,94.925,0.00028209336,0.50073856
PC320,404.1125,0.000281743,0.5010203
PC321,310.1875,0.00028162074,0.50130194
PC322,329.175,0.00028122024,0.50158316
PC323,451.225,0.00028105863,0.5018642
PC324,369.15,0.00028063098,0.5021448
PC325,161.0625,0.00028029468,0.50242513
PC326,337.1875,0.00028020793,0.50270534
PC327,410.15,0.00027976782,0.5029851
PC328,395.2625,0.0002796714,0.5032648
PC329,241.25,0.0002792781,0.5035441
PC330,431.15,0.00027921287,0.5038233
PC331,368.2625,0.00027889365,0.5041022
PC332,280.0,0.00027835256,0.5043805
PC333,253.0,0.0002783238,0.5046588
PC334,341.2625,0.00027800756,0.5049368
PC335,519.1875,0.00027789277,0.5052147
PC336,253.0,0.0002777584,0.50549245
PC337,294.1875,0.0002773827,0.50576985
PC338,224.9375,0.0002769828,0.50604683
PC339,293.1625,0.00027692036,0.50632375
PC340,397.2625,0.0002765636,0.5066003
PC341,423.2,0.00027601735,0.50687635
PC342,215.05,0.00027593074,0.50715226
PC343,241.0875,0.00027561624,0.5074279
PC344,341.125,0.00027559884,0.5077035
PC345,215.025,0.00027516857,0.5079787
PC346,343.2125,0.00027515873,0.5082538
PC347,383.225,0.00027498504,0.50852877
PC348,404.1125,0.00027475267,0.50880355
PC349,311.225,0.0002746479,0.5090782
PC350,294.1875,0.00027451996,0.50935274
PC351,152.9125,0.00027394935,0.5096267
PC352,437.2125,0.00027368838,0.5099004
PC353,219.05,0.00027355086,0.5101739
PC354,145.075,0.00027335892,0.51044726
PC355,207.0125,0.00027297242,0.51072025
PC356,404.1125,0.00027275798,0.510993
PC357,249.0875,0.00027258927,0.5112656
PC358,217.075,0.00027220265,0.5115378
PC359,423.175,0.00027192218,0.5118097
PC360,224.9375,0.00027184843,0.51208156
PC361,240.05,0.00027136746,0.51235294
PC362,369.1125,0.00027124133,0.5126242
PC363,417.225,0.00027110736,0.5128953
PC364,441.275,0.0002709512,0.51316625
PC365,329.2,0.0002707926,0.51343703
PC366,519.1625,0.00027069033,0.5137077
PC367,92.9375,0.00027057304,0.51397824
PC368,437.2125,0.00027041984,0.51424867
PC369,252.9625,0.00026995997,0.5145186
PC370,355.1875,0.00026967155,0.51478827
PC371,152.9125,0.00026939655,0.5150577
PC372,173.1,0.00026926742,0.515327
PC373,198.9375,0.0002690591,0.51559603
PC374,381.25,0.00026886974,0.5158649
PC375,253.2375,0.0002688306,0.5161337
PC376,183.0,0.00026848857,0.5164022
PC377,213.025,0.0002681159,0.5166703
PC378,337.1875,0.00026800158,0.51693827
PC379,396.2875,0.00026777288,0.517206
PC380,240.05,0.00026758868,0.5174736
PC381,343.2125,0.0002673505,0.5177409
PC382,183.0,0.00026705547,0.51800793
PC383,182.925,0.00026685325,0.5182748
PC384,343.225,0.0002666478,0.51854146
PC385,279.2375,0.00026654502,0.518808
PC386,267.15,0.00026642266,0.51907444
PC387,280.0,0.0002663541,0.5193408
PC388,285.275,0.00026626047,0.51960707
PC389,381.25,0.0002658627,0.5198729
PC390,257.25,0.00026577426,0.5201387
PC391,356.1875,0.00026565796,0.52040434
PC392,441.25,0.0002653507,0.5206697
PC393,424.1875,0.0002651394,0.5209348
PC394,224.95,0.00026483883,0.52119964
PC395,307.05,0.0002647057,0.52146435
PC396,365.25,0.00026459683,0.52172893
