PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,325.1875,0.6551261,0.6551261
PC1,96.9625,0.10720207,0.76232815
PC2,311.1625,0.02034415,0.7826723
PC3,201.0375,0.008369587,0.79104185
PC4,89.025,0.0070119244,0.7980538
PC5,255.2375,0.0034555127,0.8015093
PC6,96.9625,0.0026762416,0.80418557
PC7,146.975,0.0019014116,0.80608696
PC8,175.025,0.0018649565,0.8079519
PC9,325.1875,0.0016246693,0.8095766
PC10,281.25,0.0014105167,0.8109871
PC11,311.175,0.0013500445,0.81233716
PC12,146.975,0.0013360055,0.81367314
PC13,311.1625,0.0012288701,0.814902
PC14,311.1875,0.0011750668,0.81607705
PC15,325.2,0.0010130648,0.8170901
PC16,339.2,0.00097613246,0.81806624
PC17,325.175,0.0009175993,0.81898385
PC18,325.175,0.0008367954,0.81982064
PC19,118.95,0.00077215,0.8205928
PC20,325.175,0.0007135173,0.82130635
PC21,297.15,0.00067935296,0.8219857
PC22,325.2125,0.00060201826,0.8225877
PC23,96.975,0.00059099536,0.8231787
PC24,297.15,0.000557156,0.8237359
PC25,339.225,0.00054309703,0.824279
PC26,174.0,0.0005250597,0.82480407
PC27,248.075,0.0005012086,0.8253053
PC28,311.2,0.00048243906,0.8257877
PC29,297.1625,0.00046783136,0.82625556
PC30,255.2375,0.00045996517,0.8267155
PC31,311.2,0.0004483281,0.8271639
PC32,312.175,0.00044411927,0.827608
PC33,248.0875,0.00041963672,0.8280276
PC34,182.0,0.00040797735,0.8284356
PC35,182.0,0.00040016667,0.8288358
PC36,297.175,0.00039308582,0.8292289
PC37,265.1625,0.0003839044,0.8296128
PC38,326.2,0.0003621312,0.82997495
PC39,248.075,0.0003594233,0.83033437
PC40,255.25,0.0003592163,0.8306936
PC41,248.0875,0.00035230513,0.8310459
PC42,265.1625,0.00034840414,0.8313943
PC43,181.9875,0.0003360756,0.83173037
PC44,325.225,0.00033245617,0.83206284
PC45,340.2125,0.0003309477,0.83239377
PC46,340.2125,0.00032516257,0.8327189
PC47,146.9875,0.00031235366,0.83303124
PC48,152.925,0.00030689966,0.83333814
PC49,136.95,0.00030531042,0.83364344
PC50,339.2375,0.0002973109,0.83394074
PC51,326.1875,0.0002909825,0.83423173
PC52,283.2625,0.00028559592,0.83451736
PC53,265.1375,0.00027911257,0.8347965
PC54,326.1875,0.0002782457,0.8350747
PC55,309.175,0.00027141892,0.83534616
PC56,309.175,0.0002642711,0.83561045
PC57,255.225,0.0002609279,0.8358714
PC58,312.1875,0.00025894775,0.8361303
PC59,309.175,0.00025679465,0.8363871
PC60,340.2,0.00024979436,0.8366369
PC61,283.2875,0.00024563255,0.83688253
PC62,201.05,0.00024277857,0.8371253
PC63,326.175,0.00023627693,0.8373616
PC64,182.0125,0.00023439049,0.83759594
PC65,311.2125,0.00023387307,0.8378298
PC66,89.0375,0.00022845293,0.8380583
PC67,265.175,0.0002266263,0.8382849
PC68,197.9,0.00022329413,0.8385082
PC69,197.9125,0.00022027998,0.8387285
PC70,182.0125,0.00021732456,0.8389458
PC71,174.0125,0.00021528415,0.8391611
PC72,174.0125,0.00021097543,0.8393721
PC73,312.2,0.00020737087,0.83957946
PC74,312.1625,0.00020463856,0.8397841
PC75,312.2,0.0002028925,0.839987
PC76,152.9125,0.00019968353,0.84018666
PC77,297.1375,0.00019602747,0.8403827
PC78,283.25,0.00019045064,0.84057313
PC79,248.1,0.00018821152,0.84076136
PC80,283.25,0.00018710954,0.84094846
PC81,118.9375,0.00018684917,0.8411353
PC82,326.2125,0.00018315064,0.8413185
PC83,326.2125,0.00018151812,0.8415
PC84,309.1875,0.00017958986,0.8416796
PC85,313.175,0.00017884767,0.84185845
PC86,293.1875,0.00017765307,0.8420361
PC87,293.1875,0.00017634843,0.8422125
PC88,313.175,0.00017540765,0.8423879
PC89,353.2125,0.0001735811,0.8425615
PC90,254.875,0.00017078423,0.84273225
PC91,339.25,0.0001698413,0.84290206
PC92,339.175,0.00016888502,0.8430709
PC93,353.2,0.00016721032,0.8432381
PC94,255.2625,0.00016567638,0.8434038
PC95,255.2625,0.00016382533,0.84356767
PC96,255.2625,0.00016362366,0.8437313
PC97,95.9625,0.0001611086,0.8438924
PC98,152.9375,0.00016066241,0.84405303
PC99,326.2125,0.00015941173,0.8442124
PC100,248.575,0.00015698631,0.8443694
PC101,297.1875,0.0001566013,0.844526
PC102,152.9375,0.00015547856,0.84468144
PC103,339.25,0.00015409513,0.8448355
PC104,298.15,0.00015216265,0.8449877
PC105,292.95,0.00015195849,0.8451396
PC106,353.2,0.00015066768,0.8452903
PC107,111.95,0.0001495929,0.8454399
PC108,327.1875,0.00014849185,0.8455884
PC109,353.225,0.00014795302,0.8457363
PC110,293.175,0.00014703767,0.84588337
PC111,111.95,0.00014652398,0.8460299
PC112,95.9625,0.00014619257,0.8461761
PC113,340.1875,0.00014451402,0.8463206
PC114,298.1625,0.00014433952,0.846465
PC115,309.2,0.00014326538,0.8466083
PC116,197.925,0.0001419474,0.8467502
PC117,293.175,0.00014142842,0.84689164
PC118,341.2,0.00014099511,0.84703267
PC119,298.15,0.00013963654,0.8471723
PC120,292.9625,0.00013781332,0.8473101
PC121,337.2125,0.0001376014,0.84744775
PC122,341.2125,0.00013662841,0.84758437
PC123,353.225,0.000136387,0.84772074
PC124,292.9625,0.00013546398,0.8478562
PC125,298.1625,0.00013479548,0.847991
PC126,281.2375,0.00013367867,0.8481247
PC127,292.9625,0.00013298455,0.84825766
PC128,309.1625,0.00013266296,0.84839034
PC129,341.1875,0.00013195697,0.8485223
PC130,284.275,0.00013176158,0.8486541
PC131,183.0125,0.00013120574,0.8487853
PC132,246.9375,0.00013062148,0.8489159
PC133,241.075,0.00013041965,0.8490463
PC134,353.1875,0.0001302615,0.8491765
PC135,246.95,0.00012893046,0.84930545
PC136,201.0625,0.0001283492,0.8494338
PC137,337.2125,0.00012817193,0.8495619
PC138,337.2125,0.00012714393,0.84968907
PC139,201.0625,0.00012651982,0.8498156
PC140,174.025,0.00012600623,0.8499416
PC141,201.0625,0.00012567916,0.8500673
PC142,79.9625,0.00012515284,0.8501925
PC143,181.9375,0.00012495622,0.8503174
PC144,154.9125,0.00012450478,0.85044193
PC145,327.2,0.00012333729,0.85056525
PC146,298.1625,0.00012278672,0.85068804
PC147,313.2,0.000122068865,0.8508101
PC148,248.5875,0.00012194353,0.85093206
