PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,265.1625,0.5202653,0.5202653
PC1,265.1625,0.12587488,0.64614016
PC2,255.25,0.016549611,0.66268975
PC3,311.1875,0.008778001,0.6714677
PC4,303.25,0.0067913863,0.67825913
PC5,339.2125,0.006553612,0.6848127
PC6,303.25,0.0039798873,0.6887926
PC7,281.2625,0.0026037553,0.69139636
PC8,391.275,0.0018742401,0.6932706
PC9,325.2,0.001582926,0.69485354
PC10,265.1625,0.0014883542,0.6963419
PC11,161.075,0.0012853165,0.6976272
PC12,339.2125,0.0012598365,0.69888705
PC13,172.8375,0.001093444,0.6999805
PC14,283.275,0.001079146,0.70105964
PC15,161.075,0.0009599568,0.7020196
PC16,311.175,0.0008699968,0.70288956
PC17,174.0125,0.00081142166,0.70370096
PC18,255.2375,0.0007809545,0.7044819
PC19,309.1875,0.00076301326,0.7052449
PC20,201.05,0.00071741757,0.7059623
PC21,339.225,0.0006770479,0.70663935
PC22,293.1875,0.0006740998,0.7073135
PC23,325.1875,0.000619785,0.70793325
PC24,325.1875,0.00059280393,0.7085261
PC25,325.2125,0.00058497005,0.70911103
PC26,146.9875,0.00055531994,0.7096664
PC27,293.2,0.0005318487,0.7101982
PC28,283.2875,0.0005244715,0.7107227
PC29,297.175,0.00050950894,0.7112322
PC30,297.175,0.00049774925,0.71172994
PC31,172.8375,0.0004830415,0.712213
PC32,309.2,0.00048088853,0.71269387
PC33,353.225,0.00047141747,0.7131653
PC34,146.9875,0.00046921038,0.7136345
PC35,241.2375,0.00045669044,0.7140912
PC36,256.25,0.00043997983,0.7145312
PC37,326.2,0.0004354343,0.7149666
PC38,241.2375,0.00042532422,0.71539193
PC39,269.2625,0.0004243624,0.7158163
PC40,269.2625,0.000422522,0.71623886
PC41,256.25,0.0004198077,0.71665865
PC42,147.0,0.00040926292,0.7170679
PC43,297.1625,0.00040064615,0.71746856
PC44,168.85,0.0003896787,0.71785825
PC45,170.85,0.00038642195,0.7182447
PC46,170.85,0.00038240483,0.7186271
PC47,312.1875,0.00037914366,0.71900624
PC48,297.1625,0.000375586,0.7193818
PC49,265.15,0.00036520493,0.719747
PC50,266.1625,0.00036032542,0.7201073
PC51,337.225,0.0003551264,0.72046244
PC52,241.225,0.00034438912,0.72080684
PC53,241.225,0.00034041362,0.72114724
PC54,137.05,0.000335757,0.721483
PC55,340.2125,0.00032940734,0.7218124
PC56,340.225,0.00032273392,0.7221352
PC57,174.8375,0.00031702596,0.7224522
PC58,311.2,0.00030622538,0.7227585
PC59,337.2125,0.00030295886,0.72306144
PC60,113.0,0.00030152802,0.723363
PC61,340.2125,0.00029795695,0.72366095
PC62,89.025,0.00029645173,0.7239574
PC63,397.25,0.00029235383,0.7242498
PC64,281.275,0.00028687742,0.72453666
PC65,311.2,0.00028435417,0.72482103
PC66,281.275,0.00028218003,0.7251032
PC67,160.075,0.0002804509,0.72538364
PC68,148.9875,0.00027609587,0.7256597
PC69,148.9875,0.00027467738,0.7259344
PC70,309.175,0.00027053154,0.72620493
PC71,160.075,0.0002685412,0.72647345
PC72,168.8375,0.00026641256,0.7267399
PC73,255.2625,0.0002648985,0.72700477
PC74,326.2125,0.00026403012,0.7272688
PC75,279.25,0.00025954263,0.72752833
PC76,128.05,0.00025912464,0.72778744
PC77,255.2625,0.00025710417,0.7280445
PC78,255.2625,0.0002540673,0.7282986
PC79,326.2125,0.00025265492,0.72855127
PC80,138.025,0.0002508997,0.72880214
PC81,310.1875,0.00024927585,0.7290514
PC82,215.05,0.00024802648,0.7292994
PC83,381.25,0.00024704196,0.7295465
PC84,161.0625,0.00024488132,0.72979134
PC85,321.225,0.00024202272,0.73003334
PC86,327.2,0.0002418347,0.73027515
PC87,161.0625,0.00024024758,0.7305154
PC88,183.025,0.00023822857,0.73075366
PC89,327.2,0.00023768723,0.73099136
PC90,186.925,0.00023702983,0.7312284
PC91,224.9,0.00023553702,0.73146397
PC92,267.25,0.00023421709,0.7316982
PC93,321.225,0.00023331687,0.7319315
PC94,137.0375,0.00023276528,0.73216426
PC95,224.9,0.00023119601,0.73239547
PC96,186.925,0.00022896036,0.7326244
PC97,284.2875,0.00022876865,0.7328532
PC98,267.1625,0.00022724169,0.7330804
