PC,Peak,explained_variance_ratio,explained_variance_ratio_cumsum
PC0,421.2625,0.58394736,0.58394736
PC1,255.25,0.19987008,0.7838174
PC2,126.9125,0.03362559,0.817443
PC3,126.9125,0.016043989,0.833487
PC4,265.175,0.0080630565,0.84155005
PC5,1172.125,0.006721503,0.84827155
PC6,421.25,0.005946241,0.85421777
PC7,248.1125,0.005241045,0.8594588
PC8,187.0625,0.0041917125,0.8636505
PC9,187.0625,0.0029770199,0.8666275
PC10,283.2875,0.0029325064,0.86956
PC11,248.1,0.0024758358,0.87203586
PC12,248.1,0.0018518755,0.8738877
PC13,113.0,0.0017418478,0.87562954
PC14,666.1,0.00145451,0.8770841
PC15,666.1,0.0013904581,0.87847453
PC16,265.1625,0.0012938784,0.87976843
PC17,201.05,0.001260066,0.8810285
PC18,311.1875,0.001140036,0.88216853
PC19,567.4375,0.0011039304,0.88327247
PC20,421.275,0.0010970869,0.88436955
PC21,421.275,0.0010083476,0.8853779
PC22,283.275,0.00095678406,0.88633466
PC23,147.0,0.000939723,0.8872744
PC24,227.0125,0.0009300543,0.88820446
PC25,283.275,0.00090034667,0.8891048
PC26,96.975,0.0008835629,0.88998836
PC27,175.0375,0.00087457785,0.89086294
PC28,421.275,0.000837079,0.8917
PC29,227.0125,0.0008131605,0.8925132
PC30,421.275,0.00078155287,0.89329475
PC31,339.225,0.0007408919,0.89403564
PC32,227.0125,0.0007315751,0.8947672
PC33,227.0125,0.0007192122,0.8954864
PC34,227.0125,0.0007103869,0.8961968
PC35,421.275,0.0006820071,0.8968788
PC36,128.05,0.0006576659,0.89753646
PC37,421.275,0.00062894163,0.8981654
PC38,421.275,0.00061261724,0.898778
PC39,201.125,0.0006025093,0.8993805
PC40,128.05,0.0005795614,0.89996004
PC41,227.0125,0.00056769396,0.9005277
PC42,325.2125,0.0005515126,0.90107924
PC43,201.125,0.0005371748,0.9016164
PC44,325.2,0.0005348124,0.9021512
PC45,89.0375,0.00052191503,0.9026731
PC46,147.0,0.00051422196,0.90318733
PC47,284.2875,0.00050698244,0.90369433
PC48,339.225,0.00049368106,0.90418804
PC49,284.2875,0.00048500733,0.90467304
PC50,146.975,0.00047324487,0.9051463
PC51,89.0375,0.00046301066,0.9056093
PC52,241.2375,0.0004599196,0.9060692
PC53,311.2,0.000450411,0.90651965
PC54,256.25,0.00043879097,0.90695846
PC55,421.2375,0.00043413186,0.9073926
PC56,339.225,0.00043156507,0.90782416
PC57,256.2625,0.00042882632,0.908253
PC58,256.25,0.00042302572,0.908676
PC59,325.2,0.00041476448,0.9090908
PC60,325.2,0.00041105863,0.90950185
PC61,423.25,0.00040249815,0.90990436
PC62,256.25,0.00040021195,0.91030455
PC63,256.2625,0.00039200604,0.91069657
PC64,293.2,0.00038762967,0.9110842
PC65,147.0375,0.0003839537,0.91146815
PC66,284.2875,0.00038303243,0.91185117
PC67,146.975,0.00037104797,0.9122222
PC68,309.2,0.00036475397,0.912587
PC69,147.0375,0.0003613535,0.91294837
PC70,297.175,0.00035669873,0.91330504
PC71,256.25,0.00035263604,0.91365767
PC72,421.2375,0.0003521008,0.91400975
PC73,309.2,0.0003457579,0.9143555
PC74,422.2625,0.0003422492,0.91469777
PC75,284.2875,0.00033997794,0.91503775
PC76,147.0375,0.00033819373,0.91537595
PC77,283.3,0.0003367956,0.9157127
PC78,421.2375,0.00033102732,0.91604376
PC79,284.3,0.00032684384,0.91637063
PC80,284.2875,0.0003264398,0.9166971
PC81,201.0625,0.00032000188,0.9170171
PC82,422.25,0.00031586434,0.91733295
PC83,284.2875,0.00031321484,0.91764617
PC84,422.2625,0.00031201352,0.9179582
PC85,339.2125,0.00030975527,0.91826797
PC86,113.0,0.00030715365,0.9185751
PC87,293.2,0.00030518833,0.9188803
PC88,255.2375,0.00030203638,0.9191823
PC89,215.05,0.00029913746,0.91948146
PC90,284.3,0.00029619588,0.91977763
PC91,293.2,0.0002919828,0.92006963
PC92,128.05,0.00029110166,0.92036074
PC93,497.2,0.0002887852,0.9206495
PC94,422.275,0.0002863647,0.92093587
PC95,255.2375,0.0002832721,0.92121917
PC96,96.975,0.0002801849,0.9214994
PC97,339.2375,0.00027973807,0.9217791
PC98,146.9875,0.00027799082,0.9220571
PC99,360.7375,0.0002725612,0.92232966
PC100,146.975,0.00027092898,0.92260057
PC101,339.2375,0.00026996018,0.9228705
PC102,255.2375,0.00026871357,0.9231392
PC103,137.05,0.0002666236,0.9234058
PC104,174.025,0.00026486866,0.9236707
PC105,293.2,0.00026237496,0.9239331
PC106,422.2625,0.0002596978,0.9241928
PC107,309.2,0.00025929528,0.92445207
PC108,421.2375,0.0002586014,0.9247107
PC109,146.9875,0.00025694858,0.92496765
PC110,146.975,0.00025488477,0.9252225
PC111,309.1875,0.0002525437,0.92547506
PC112,339.2125,0.00025155838,0.9257266
PC113,146.9875,0.00025123256,0.9259778
PC114,422.2625,0.00024961526,0.92622745
PC115,284.3,0.00024754438,0.926475
PC116,312.1875,0.00024592815,0.9267209
PC117,297.175,0.0002439816,0.9269649
PC118,423.2625,0.00024035735,0.92720526
PC119,172.85,0.0002403433,0.9274456
PC120,137.05,0.00023886045,0.9276844
PC121,175.0375,0.00023802562,0.9279224
PC122,339.225,0.00023710722,0.92815953
PC123,422.2625,0.00023599667,0.9283955
PC124,96.975,0.00023252149,0.928628
PC125,353.225,0.00023113469,0.9288592
PC126,360.7375,0.00023016821,0.92908937
PC127,209.9625,0.00022840139,0.9293178
PC128,137.05,0.0002268675,0.9295446
PC129,340.225,0.00022635558,0.929771
PC130,284.3,0.00022408001,0.92999506
PC131,423.2625,0.00022319132,0.9302183
PC132,256.2625,0.00022080744,0.9304391
PC133,283.3,0.0002196709,0.93065876
PC134,362.7375,0.00021889304,0.9308776
PC135,421.2375,0.00021753601,0.9310952
PC136,312.2,0.00021650318,0.93131167
PC137,174.0125,0.00021592961,0.9315276
PC138,248.6,0.0002144098,0.931742
PC139,281.275,0.00021339521,0.9319554
PC140,312.2,0.00021238618,0.93216777
PC141,175.0375,0.00021065914,0.9323784
PC142,174.0125,0.00020966634,0.9325881
PC143,175.0375,0.00020873136,0.93279684
PC144,209.9625,0.00020733681,0.9330042
PC145,209.9625,0.00020658993,0.9332108
PC146,227.225,0.00020514299,0.93341595
